camera_scene,cell,executions,lidar_scene,maximum,mean,metric,minimum,model_id,mps_enabled,pair,range,std
scene-0245,BB,3,scene-0245,0.8804862210710702,0.832891125928635,R,0.7829982988542097,yolov3,False,centerpoint+yolov3,0.09748792221686053,0.048784561323882245
scene-0245,BB,3,scene-0245,0.19162658088802553,0.18410332178964692,R,0.17711479467487032,centerpoint,False,centerpoint+yolov3,0.014511786213155214,0.007270655987928166
scene-0770,BA,3,scene-0245,1.0086753996400648,0.9689531027258806,R,0.9476008152114669,yolov3,False,centerpoint+yolov3,0.06107458442859792,0.03443282082246852
scene-0770,BA,3,scene-0245,0.19727637894832104,0.1739486364629537,R,0.15726548270296803,centerpoint,False,centerpoint+yolov3,0.040010896245353006,0.020816600925372106
scene-0245,AA,3,scene-0245,0.2634412078385486,0.2456607131383507,R,0.22861694987151127,vit-upernet,False,pointpillars+vit-upernet,0.03482425796703731,0.017423814612258826
scene-0245,AA,3,scene-0245,0.6311945309640883,0.6252595602507005,R,0.6169287635840475,pointpillars,False,pointpillars+vit-upernet,0.014265767380040817,0.007428527191450132
scene-0398,AB,3,scene-0245,0.33679225026122545,0.32779531473619233,R,0.3102634805324383,vit-upernet,False,pointpillars+vit-upernet,0.02652876972878715,0.015184771233797927
scene-0398,AB,3,scene-0245,0.6321381459056717,0.6271411629080977,R,0.622091570911385,pointpillars,False,pointpillars+vit-upernet,0.010046574994286739,0.0050234941085911195
scene-0398,BB,3,scene-0398,0.33087734752098175,0.30164399123450264,R,0.2806228597370674,vit-upernet,False,pointpillars+vit-upernet,0.05025448778391434,0.02611434208620311
scene-0398,BB,3,scene-0398,0.6167478048740881,0.6137665637326853,R,0.6085001996228229,pointpillars,False,pointpillars+vit-upernet,0.008247605251265222,0.004574066935552138
scene-0245,BA,3,scene-0398,0.35479799060805645,0.33020123101709414,R,0.31674878582519417,vit-upernet,False,pointpillars+vit-upernet,0.03804920478286228,0.021332658149440898
scene-0245,BA,3,scene-0398,0.6109109355350283,0.6089649046119344,R,0.6059915227454392,pointpillars,False,pointpillars+vit-upernet,0.004919412789589073,0.0026156725749362482
scene-0770,AA,3,scene-0770,0.09309680285242804,0.07595982001617306,R,0.06710834139435973,mask-rcnn,False,pointpillars+mask-rcnn,0.02598846145806831,0.014843760214481477
scene-0770,AA,3,scene-0770,0.06925727956461024,0.059345108801309,R,0.04862406551429303,pointpillars,False,pointpillars+mask-rcnn,0.020633214050317206,0.010340362014033518
scene-0184,AB,3,scene-0770,0.1257007067279478,0.11810135839737408,R,0.11216398717769499,mask-rcnn,False,pointpillars+mask-rcnn,0.013536719550252818,0.006919705194833263
scene-0184,AB,3,scene-0770,0.06541554104391636,0.05751023043505462,R,0.04956856878604923,pointpillars,False,pointpillars+mask-rcnn,0.01584697225786713,0.007923548667358097
scene-0184,BB,3,scene-0184,0.12428011539079056,0.11234414253855084,R,0.10278237607675796,mask-rcnn,False,pointpillars+mask-rcnn,0.021497739314032607,0.010943758079008088
scene-0184,BB,3,scene-0184,0.402145175230399,0.34463098804618264,R,0.313934622958056,pointpillars,False,pointpillars+mask-rcnn,0.08821055227234298,0.04984648502684096
scene-0770,BA,3,scene-0184,0.0698664028243363,0.0657583258102433,R,0.06119286977430899,mask-rcnn,False,pointpillars+mask-rcnn,0.008673533050027313,0.004354818086865902
scene-0770,BA,3,scene-0184,0.36018735201556684,0.30898607290546937,R,0.2783408852598084,pointpillars,False,pointpillars+mask-rcnn,0.08184646675575846,0.044627633841837044
scene-0770,AA,3,scene-0770,0.30641259766500756,0.2643506614524225,R,0.2185804796870894,yolov3,True,3dssd+yolov3,0.08783211797791815,0.04403332318746042
scene-0770,AA,3,scene-0770,0.031249632549144375,0.029008071734576955,R,0.026305710158147706,3dssd,True,3dssd+yolov3,0.004943922390996669,0.0025039658860792984
scene-0245,AB,3,scene-0770,0.385081227495092,0.3620821352142139,R,0.3178433972662598,yolov3,True,3dssd+yolov3,0.06723783022883217,0.03832196973692139
scene-0245,AB,3,scene-0770,0.04349110401370821,0.04149447815548441,R,0.04004180419440188,3dssd,True,3dssd+yolov3,0.003449299819306334,0.0017878283084987092
scene-0245,BB,3,scene-0245,0.4281143517778011,0.39320353763038157,R,0.3736056330943459,yolov3,True,3dssd+yolov3,0.05450871868345519,0.030309470528249453
scene-0245,BB,3,scene-0245,0.04439205198876457,0.041421619709585945,R,0.03909058208180038,3dssd,True,3dssd+yolov3,0.005301469906964194,0.0027079540124943526
scene-0770,BA,3,scene-0245,0.317157670429735,0.2877864364183293,R,0.24598525096083973,yolov3,True,3dssd+yolov3,0.07117241946889524,0.037178704831907425
scene-0770,BA,3,scene-0245,0.04358104501603286,0.03721488706849621,R,0.033940106211427575,3dssd,True,3dssd+yolov3,0.009640938804605287,0.005514017092387258
scene-0245,AA,3,scene-0245,0.28213285784244196,0.264981711267085,R,0.2503338190425785,dino,True,centerpoint+dino,0.031799038799863455,0.016046632946122817
scene-0245,AA,3,scene-0245,0.2014491069374273,0.18406759745271817,R,0.16531024612965134,centerpoint,True,centerpoint+dino,0.03613886080777595,0.01810867252710929
scene-0184,AB,3,scene-0245,0.27291747488599793,0.2566490071786796,R,0.24576119977185173,dino,True,centerpoint+dino,0.0271562751141462,0.014355467546226219
scene-0184,AB,3,scene-0245,0.2015260828230307,0.16250019135019955,R,0.13114199582035382,centerpoint,True,centerpoint+dino,0.07038408700267687,0.03581305762715121
scene-0184,BB,3,scene-0184,0.5155579749371371,0.49866777695360537,R,0.4816120013806614,dino,True,centerpoint+dino,0.03394597355647566,0.01697359249327681
scene-0184,BB,3,scene-0184,0.16258196199499295,0.15022929040319347,R,0.12599824843853114,centerpoint,True,centerpoint+dino,0.03658371355646181,0.020986037892644038
scene-0245,BA,3,scene-0184,0.5181287643838097,0.5003874224613615,R,0.4772937975545904,dino,True,centerpoint+dino,0.04083496682921933,0.02093702053406989
