A,B,contrast,effect,isolated_B_minus_A,metric,model_id,mps_enabled,pair,paired_minus_isolated_effect,repetition,value
scene-0245,scene-0184,BB-AB,own_input,-45,analysis_unique_source_count,centerpoint,True,centerpoint+dino,25,1,-20
scene-0245,scene-0184,BB-BA-AB+AA,interaction,,analysis_unique_source_count,centerpoint,True,centerpoint+dino,,1,2
scene-0245,scene-0184,BA-AA,co_runner,,R,yolov3,True,centerpoint+yolov3,,1,1.6644415469972857
scene-0245,scene-0184,BB-AB,co_runner,,R,yolov3,True,centerpoint+yolov3,,1,1.3181963656981353
scene-0245,scene-0184,AB-AA,own_input,0.13039912299376571,R,yolov3,True,centerpoint+yolov3,0.034795905888420464,1,0.16519502888218618
scene-0245,scene-0184,BB-BA,own_input,0.13039912299376571,R,yolov3,True,centerpoint+yolov3,-0.31144927541073003,1,-0.18105015241696432
scene-0245,scene-0184,BB-BA-AB+AA,interaction,,R,yolov3,True,centerpoint+yolov3,,1,-0.3462451812991505
scene-0245,scene-0184,BA-AA,co_runner,,P50_ms,yolov3,True,centerpoint+yolov3,,1,0.2831940000000017
scene-0245,scene-0184,BB-AB,co_runner,,P50_ms,yolov3,True,centerpoint+yolov3,,1,1.1403694999999985
scene-0245,scene-0184,AB-AA,own_input,0.1634525,P50_ms,yolov3,True,centerpoint+yolov3,-0.5474694999999983,1,-0.3840169999999983
scene-0245,scene-0184,BB-BA,own_input,0.1634525,P50_ms,yolov3,True,centerpoint+yolov3,0.3097059999999985,1,0.4731584999999985
scene-0245,scene-0184,BB-BA-AB+AA,interaction,,P50_ms,yolov3,True,centerpoint+yolov3,,1,0.8571754999999968
scene-0245,scene-0184,BA-AA,co_runner,,P99_ms,yolov3,True,centerpoint+yolov3,,1,20.619572520000006
scene-0245,scene-0184,BB-AB,co_runner,,P99_ms,yolov3,True,centerpoint+yolov3,,1,19.967112999999998
scene-0245,scene-0184,AB-AA,own_input,1.4221377999999998,P99_ms,yolov3,True,centerpoint+yolov3,-0.7566907199999928,1,0.665447080000007
scene-0245,scene-0184,BB-BA,own_input,1.4221377999999998,P99_ms,yolov3,True,centerpoint+yolov3,-1.4091502400000007,1,0.012987559999999121
scene-0245,scene-0184,BB-BA-AB+AA,interaction,,P99_ms,yolov3,True,centerpoint+yolov3,,1,-0.6524595200000078
scene-0245,scene-0184,BA-AA,co_runner,,P99_minus_P50_ms,yolov3,True,centerpoint+yolov3,,1,20.336378520000004
scene-0245,scene-0184,BB-AB,co_runner,,P99_minus_P50_ms,yolov3,True,centerpoint+yolov3,,1,18.8267435
scene-0245,scene-0184,AB-AA,own_input,1.2586852999999998,P99_minus_P50_ms,yolov3,True,centerpoint+yolov3,-0.20922121999999277,1,1.049464080000007
scene-0245,scene-0184,BB-BA,own_input,1.2586852999999998,P99_minus_P50_ms,yolov3,True,centerpoint+yolov3,-1.7188562399999974,1,-0.4601709399999976
scene-0245,scene-0184,BB-BA-AB+AA,interaction,,P99_minus_P50_ms,yolov3,True,centerpoint+yolov3,,1,-1.5096350200000046
scene-0245,scene-0184,BA-AA,co_runner,,throughput_hz,yolov3,True,centerpoint+yolov3,,1,-0.026802392358776572
scene-0245,scene-0184,BB-AB,co_runner,,throughput_hz,yolov3,True,centerpoint+yolov3,,1,0.0
scene-0245,scene-0184,AB-AA,own_input,0.06642512329713668,throughput_hz,yolov3,True,centerpoint+yolov3,-0.0027833613230754395,1,0.06364176197406124
scene-0245,scene-0184,BB-BA,own_input,0.06642512329713668,throughput_hz,yolov3,True,centerpoint+yolov3,0.024019031035701133,1,0.09044415433283781
scene-0245,scene-0184,BB-BA-AB+AA,interaction,,throughput_hz,yolov3,True,centerpoint+yolov3,,1,0.026802392358776572
scene-0245,scene-0184,BA-AA,co_runner,,analysis_count,yolov3,True,centerpoint+yolov3,,1,0
scene-0245,scene-0184,BB-AB,co_runner,,analysis_count,yolov3,True,centerpoint+yolov3,,1,0
scene-0245,scene-0184,AB-AA,own_input,1,analysis_count,yolov3,True,centerpoint+yolov3,0,1,1
scene-0245,scene-0184,BB-BA,own_input,1,analysis_count,yolov3,True,centerpoint+yolov3,0,1,1
scene-0245,scene-0184,BB-BA-AB+AA,interaction,,analysis_count,yolov3,True,centerpoint+yolov3,,1,0
scene-0245,scene-0184,BA-AA,co_runner,,analysis_unique_source_count,yolov3,True,centerpoint+yolov3,,1,0
scene-0245,scene-0184,BB-AB,co_runner,,analysis_unique_source_count,yolov3,True,centerpoint+yolov3,,1,0
scene-0245,scene-0184,AB-AA,own_input,1,analysis_unique_source_count,yolov3,True,centerpoint+yolov3,0,1,1
scene-0245,scene-0184,BB-BA,own_input,1,analysis_unique_source_count,yolov3,True,centerpoint+yolov3,0,1,1
scene-0245,scene-0184,BB-BA-AB+AA,interaction,,analysis_unique_source_count,yolov3,True,centerpoint+yolov3,,1,0
scene-0245,scene-0184,AB-AA,co_runner,,R,centerpoint,True,centerpoint+yolov3,,1,0.014324531287201625
scene-0245,scene-0184,BB-BA,co_runner,,R,centerpoint,True,centerpoint+yolov3,,1,-0.005789358886155602
scene-0245,scene-0184,BA-AA,own_input,-0.08579883559629398,R,centerpoint,True,centerpoint+yolov3,-0.028652667455676614,1,-0.11445150305197059
scene-0245,scene-0184,BB-AB,own_input,-0.08579883559629398,R,centerpoint,True,centerpoint+yolov3,-0.04876655762903384,1,-0.13456539322532782
scene-0245,scene-0184,BB-BA-AB+AA,interaction,,R,centerpoint,True,centerpoint+yolov3,,1,-0.020113890173357213
scene-0245,scene-0184,AB-AA,co_runner,,P50_ms,centerpoint,True,centerpoint+yolov3,,1,-0.07695449999999937
scene-0245,scene-0184,BB-BA,co_runner,,P50_ms,centerpoint,True,centerpoint+yolov3,,1,0.4377760000000137
scene-0245,scene-0184,BA-AA,own_input,32.681657,P50_ms,centerpoint,True,centerpoint+yolov3,5.455106000000001,1,38.136763
scene-0245,scene-0184,BB-AB,own_input,32.681657,P50_ms,centerpoint,True,centerpoint+yolov3,5.969836500000014,1,38.651493500000015
scene-0245,scene-0184,BB-BA-AB+AA,interaction,,P50_ms,centerpoint,True,centerpoint+yolov3,,1,0.5147305000000131
scene-0245,scene-0184,AB-AA,co_runner,,P99_ms,centerpoint,True,centerpoint+yolov3,,1,1.332262010000008
scene-0245,scene-0184,BB-BA,co_runner,,P99_ms,centerpoint,True,centerpoint+yolov3,,1,-0.3361227600000234
scene-0245,scene-0184,BA-AA,own_input,26.294899560000005,P99_ms,centerpoint,True,centerpoint+yolov3,2.622791680000006,1,28.91769124000001
scene-0245,scene-0184,BB-AB,own_input,26.294899560000005,P99_ms,centerpoint,True,centerpoint+yolov3,0.9544069099999746,1,27.24930646999998
scene-0245,scene-0184,BB-BA-AB+AA,interaction,,P99_ms,centerpoint,True,centerpoint+yolov3,,1,-1.6683847700000314
scene-0245,scene-0184,AB-AA,co_runner,,P99_minus_P50_ms,centerpoint,True,centerpoint+yolov3,,1,1.4092165100000074
scene-0245,scene-0184,BB-BA,co_runner,,P99_minus_P50_ms,centerpoint,True,centerpoint+yolov3,,1,-0.7738987600000371
scene-0245,scene-0184,BA-AA,own_input,-6.386757439999997,P99_minus_P50_ms,centerpoint,True,centerpoint+yolov3,-2.8323143199999947,1,-9.219071759999991
scene-0245,scene-0184,BB-AB,own_input,-6.386757439999997,P99_minus_P50_ms,centerpoint,True,centerpoint+yolov3,-5.015429590000039,1,-11.402187030000036
scene-0245,scene-0184,BB-BA-AB+AA,interaction,,P99_minus_P50_ms,centerpoint,True,centerpoint+yolov3,,1,-2.1831152700000445
scene-0245,scene-0184,AB-AA,co_runner,,throughput_hz,centerpoint,True,centerpoint+yolov3,,1,-0.02834606816596441
scene-0245,scene-0184,BB-BA,co_runner,,throughput_hz,centerpoint,True,centerpoint+yolov3,,1,0.004947453324411377
scene-0245,scene-0184,BA-AA,own_input,-2.325568361734068,throughput_hz,centerpoint,True,centerpoint+yolov3,-0.0779841959872023,1,-2.4035525577212704
scene-0245,scene-0184,BB-AB,own_input,-2.325568361734068,throughput_hz,centerpoint,True,centerpoint+yolov3,-0.04469067449682651,1,-2.3702590362308946
scene-0245,scene-0184,BB-BA-AB+AA,interaction,,throughput_hz,centerpoint,True,centerpoint+yolov3,,1,0.0332935214903749
scene-0245,scene-0184,AB-AA,co_runner,,analysis_count,centerpoint,True,centerpoint+yolov3,,1,-1
scene-0245,scene-0184,BB-BA,co_runner,,analysis_count,centerpoint,True,centerpoint+yolov3,,1,0
scene-0245,scene-0184,BA-AA,own_input,-45,analysis_count,centerpoint,True,centerpoint+yolov3,-1,1,-46
scene-0245,scene-0184,BB-AB,own_input,-45,analysis_count,centerpoint,True,centerpoint+yolov3,0,1,-45
scene-0245,scene-0184,BB-BA-AB+AA,interaction,,analysis_count,centerpoint,True,centerpoint+yolov3,,1,1
scene-0245,scene-0184,AB-AA,co_runner,,analysis_unique_source_count,centerpoint,True,centerpoint+yolov3,,1,-1
scene-0245,scene-0184,BB-BA,co_runner,,analysis_unique_source_count,centerpoint,True,centerpoint+yolov3,,1,0
scene-0245,scene-0184,BA-AA,own_input,-45,analysis_unique_source_count,centerpoint,True,centerpoint+yolov3,-1,1,-46
scene-0245,scene-0184,BB-AB,own_input,-45,analysis_unique_source_count,centerpoint,True,centerpoint+yolov3,0,1,-45
scene-0245,scene-0184,BB-BA-AB+AA,interaction,,analysis_unique_source_count,centerpoint,True,centerpoint+yolov3,,1,1
scene-0184,scene-0398,BA-AA,co_runner,,R,vit-upernet,True,pointpillars+vit-upernet,,1,-0.058269442988075265
scene-0184,scene-0398,BB-AB,co_runner,,R,vit-upernet,True,pointpillars+vit-upernet,,1,-0.05195706151004936
scene-0184,scene-0398,AB-AA,own_input,0.002744270035785451,R,vit-upernet,True,pointpillars+vit-upernet,0.006941154994674875,1,0.009685425030460326
scene-0184,scene-0398,BB-BA,own_input,0.002744270035785451,R,vit-upernet,True,pointpillars+vit-upernet,0.013253536472700778,1,0.01599780650848623
scene-0184,scene-0398,BB-BA-AB+AA,interaction,,R,vit-upernet,True,pointpillars+vit-upernet,,1,0.006312381478025875
scene-0184,scene-0398,BA-AA,co_runner,,P50_ms,vit-upernet,True,pointpillars+vit-upernet,,1,-0.16845699999999653
scene-0184,scene-0398,BB-AB,co_runner,,P50_ms,vit-upernet,True,pointpillars+vit-upernet,,1,-0.15996200000000016
scene-0184,scene-0398,AB-AA,own_input,-0.08996650000000272,P50_ms,vit-upernet,True,pointpillars+vit-upernet,-0.014929499999993823,1,-0.10489599999999655
scene-0184,scene-0398,BB-BA,own_input,-0.08996650000000272,P50_ms,vit-upernet,True,pointpillars+vit-upernet,-0.006434499999997456,1,-0.09640100000000018
scene-0184,scene-0398,BB-BA-AB+AA,interaction,,P50_ms,vit-upernet,True,pointpillars+vit-upernet,,1,0.008494999999996367
scene-0184,scene-0398,BA-AA,co_runner,,P99_ms,vit-upernet,True,pointpillars+vit-upernet,,1,-2.23717525
scene-0184,scene-0398,BB-AB,co_runner,,P99_ms,vit-upernet,True,pointpillars+vit-upernet,,1,-2.003853740000004
scene-0184,scene-0398,AB-AA,own_input,-0.000217230000004065,P99_ms,vit-upernet,True,pointpillars+vit-upernet,0.20247654000000637,1,0.2022593100000023
scene-0184,scene-0398,BB-BA,own_input,-0.000217230000004065,P99_ms,vit-upernet,True,pointpillars+vit-upernet,0.4357980500000025,1,0.4355808199999984
scene-0184,scene-0398,BB-BA-AB+AA,interaction,,P99_ms,vit-upernet,True,pointpillars+vit-upernet,,1,0.23332150999999612
scene-0184,scene-0398,BA-AA,co_runner,,P99_minus_P50_ms,vit-upernet,True,pointpillars+vit-upernet,,1,-2.0687182500000034
scene-0184,scene-0398,BB-AB,co_runner,,P99_minus_P50_ms,vit-upernet,True,pointpillars+vit-upernet,,1,-1.8438917400000037
scene-0184,scene-0398,AB-AA,own_input,0.08974926999999866,P99_minus_P50_ms,vit-upernet,True,pointpillars+vit-upernet,0.2174060400000002,1,0.30715530999999885
scene-0184,scene-0398,BB-BA,own_input,0.08974926999999866,P99_minus_P50_ms,vit-upernet,True,pointpillars+vit-upernet,0.44223254999999995,1,0.5319818199999986
scene-0184,scene-0398,BB-BA-AB+AA,interaction,,P99_minus_P50_ms,vit-upernet,True,pointpillars+vit-upernet,,1,0.22482650999999976
scene-0184,scene-0398,BA-AA,co_runner,,throughput_hz,vit-upernet,True,pointpillars+vit-upernet,,1,-0.0006607489623799978
scene-0184,scene-0398,BB-AB,co_runner,,throughput_hz,vit-upernet,True,pointpillars+vit-upernet,,1,-0.0008900014535413447
scene-0184,scene-0398,AB-AA,own_input,-0.17482519506964067,throughput_hz,vit-upernet,True,pointpillars+vit-upernet,-0.007722360363175085,1,-0.18254755543281576
scene-0184,scene-0398,BB-BA,own_input,-0.17482519506964067,throughput_hz,vit-upernet,True,pointpillars+vit-upernet,-0.007951612854336432,1,-0.1827768079239771
scene-0184,scene-0398,BB-BA-AB+AA,interaction,,throughput_hz,vit-upernet,True,pointpillars+vit-upernet,,1,-0.00022925249116134694
scene-0184,scene-0398,BA-AA,co_runner,,analysis_count,vit-upernet,True,pointpillars+vit-upernet,,1,0
scene-0184,scene-0398,BB-AB,co_runner,,analysis_count,vit-upernet,True,pointpillars+vit-upernet,,1,0
scene-0184,scene-0398,AB-AA,own_input,-3,analysis_count,vit-upernet,True,pointpillars+vit-upernet,0,1,-3
scene-0184,scene-0398,BB-BA,own_input,-3,analysis_count,vit-upernet,True,pointpillars+vit-upernet,0,1,-3
scene-0184,scene-0398,BB-BA-AB+AA,interaction,,analysis_count,vit-upernet,True,pointpillars+vit-upernet,,1,0
scene-0184,scene-0398,BA-AA,co_runner,,analysis_unique_source_count,vit-upernet,True,pointpillars+vit-upernet,,1,0
scene-0184,scene-0398,BB-AB,co_runner,,analysis_unique_source_count,vit-upernet,True,pointpillars+vit-upernet,,1,0
scene-0184,scene-0398,AB-AA,own_input,-3,analysis_unique_source_count,vit-upernet,True,pointpillars+vit-upernet,0,1,-3
scene-0184,scene-0398,BB-BA,own_input,-3,analysis_unique_source_count,vit-upernet,True,pointpillars+vit-upernet,0,1,-3
scene-0184,scene-0398,BB-BA-AB+AA,interaction,,analysis_unique_source_count,vit-upernet,True,pointpillars+vit-upernet,,1,0
scene-0184,scene-0398,AB-AA,co_runner,,R,pointpillars,True,pointpillars+vit-upernet,,1,-0.001514433357363676
scene-0184,scene-0398,BB-BA,co_runner,,R,pointpillars,True,pointpillars+vit-upernet,,1,0.14442473065894817
scene-0184,scene-0398,BA-AA,own_input,0.012936269264849365,R,pointpillars,True,pointpillars+vit-upernet,0.043339110759524624,1,0.05627538002437399
scene-0184,scene-0398,BB-AB,own_input,0.012936269264849365,R,pointpillars,True,pointpillars+vit-upernet,0.18927827477583647,1,0.20221454404068584
scene-0184,scene-0398,BB-BA-AB+AA,interaction,,R,pointpillars,True,pointpillars+vit-upernet,,1,0.14593916401631185
scene-0184,scene-0398,AB-AA,co_runner,,P50_ms,pointpillars,True,pointpillars+vit-upernet,,1,-0.7520339999999948
scene-0184,scene-0398,BB-BA,co_runner,,P50_ms,pointpillars,True,pointpillars+vit-upernet,,1,-2.479862499999996
scene-0184,scene-0398,BA-AA,own_input,-1.7365929999999992,P50_ms,pointpillars,True,pointpillars+vit-upernet,-1.999099000000001,1,-3.7356920000000002
scene-0184,scene-0398,BB-AB,own_input,-1.7365929999999992,P50_ms,pointpillars,True,pointpillars+vit-upernet,-3.726927500000002,1,-5.463520500000001
scene-0184,scene-0398,BB-BA-AB+AA,interaction,,P50_ms,pointpillars,True,pointpillars+vit-upernet,,1,-1.727828500000001
scene-0184,scene-0398,AB-AA,co_runner,,P99_ms,pointpillars,True,pointpillars+vit-upernet,,1,-1.1275161600000132
scene-0184,scene-0398,BB-BA,co_runner,,P99_ms,pointpillars,True,pointpillars+vit-upernet,,1,0.840833140000008
scene-0184,scene-0398,BA-AA,own_input,-1.5180563499999984,P99_ms,pointpillars,True,pointpillars+vit-upernet,-1.9077035500000044,1,-3.4257599000000027
scene-0184,scene-0398,BB-AB,own_input,-1.5180563499999984,P99_ms,pointpillars,True,pointpillars+vit-upernet,0.06064575000001682,1,-1.4574105999999816
scene-0184,scene-0398,BB-BA-AB+AA,interaction,,P99_ms,pointpillars,True,pointpillars+vit-upernet,,1,1.9683493000000212
scene-0184,scene-0398,AB-AA,co_runner,,P99_minus_P50_ms,pointpillars,True,pointpillars+vit-upernet,,1,-0.37548216000001844
scene-0184,scene-0398,BB-BA,co_runner,,P99_minus_P50_ms,pointpillars,True,pointpillars+vit-upernet,,1,3.320695640000004
scene-0184,scene-0398,BA-AA,own_input,0.21853665000000078,P99_minus_P50_ms,pointpillars,True,pointpillars+vit-upernet,0.09139544999999671,1,0.3099320999999975
scene-0184,scene-0398,BB-AB,own_input,0.21853665000000078,P99_minus_P50_ms,pointpillars,True,pointpillars+vit-upernet,3.787573250000019,1,4.00610990000002
scene-0184,scene-0398,BB-BA-AB+AA,interaction,,P99_minus_P50_ms,pointpillars,True,pointpillars+vit-upernet,,1,3.6961778000000223
scene-0184,scene-0398,AB-AA,co_runner,,throughput_hz,pointpillars,True,pointpillars+vit-upernet,,1,0.028460733613535183
scene-0184,scene-0398,BB-BA,co_runner,,throughput_hz,pointpillars,True,pointpillars+vit-upernet,,1,0.029241880375394658
scene-0184,scene-0398,BA-AA,own_input,-0.25917178019306775,throughput_hz,pointpillars,True,pointpillars+vit-upernet,0.20700173124693677,1,-0.052170048946130976
scene-0184,scene-0398,BB-AB,own_input,-0.25917178019306775,throughput_hz,pointpillars,True,pointpillars+vit-upernet,0.20778287800879625,1,-0.0513889021842715
scene-0184,scene-0398,BB-BA-AB+AA,interaction,,throughput_hz,pointpillars,True,pointpillars+vit-upernet,,1,0.0007811467618594747
scene-0184,scene-0398,AB-AA,co_runner,,analysis_count,pointpillars,True,pointpillars+vit-upernet,,1,1
scene-0184,scene-0398,BB-BA,co_runner,,analysis_count,pointpillars,True,pointpillars+vit-upernet,,1,1
scene-0184,scene-0398,BA-AA,own_input,-5,analysis_count,pointpillars,True,pointpillars+vit-upernet,4,1,-1
scene-0184,scene-0398,BB-AB,own_input,-5,analysis_count,pointpillars,True,pointpillars+vit-upernet,4,1,-1
scene-0184,scene-0398,BB-BA-AB+AA,interaction,,analysis_count,pointpillars,True,pointpillars+vit-upernet,,1,0
scene-0184,scene-0398,AB-AA,co_runner,,analysis_unique_source_count,pointpillars,True,pointpillars+vit-upernet,,1,1
scene-0184,scene-0398,BB-BA,co_runner,,analysis_unique_source_count,pointpillars,True,pointpillars+vit-upernet,,1,1
scene-0184,scene-0398,BA-AA,own_input,-5,analysis_unique_source_count,pointpillars,True,pointpillars+vit-upernet,4,1,-1
scene-0184,scene-0398,BB-AB,own_input,-5,analysis_unique_source_count,pointpillars,True,pointpillars+vit-upernet,4,1,-1
scene-0184,scene-0398,BB-BA-AB+AA,interaction,,analysis_unique_source_count,pointpillars,True,pointpillars+vit-upernet,,1,0
scene-0184,scene-0398,BA-AA,co_runner,,R,mask-rcnn,True,pointpillars+mask-rcnn,,1,-0.04770557047170371
scene-0184,scene-0398,BB-AB,co_runner,,R,mask-rcnn,True,pointpillars+mask-rcnn,,1,0.03846520519591827
scene-0184,scene-0398,AB-AA,own_input,0.006859133678277909,R,mask-rcnn,True,pointpillars+mask-rcnn,-0.1250057102659881,1,-0.1181465765877102
scene-0184,scene-0398,BB-BA,own_input,0.006859133678277909,R,mask-rcnn,True,pointpillars+mask-rcnn,-0.038834934598366136,1,-0.031975800920088226
scene-0184,scene-0398,BB-BA-AB+AA,interaction,,R,mask-rcnn,True,pointpillars+mask-rcnn,,1,0.08617077566762196
scene-0184,scene-0398,BA-AA,co_runner,,P50_ms,mask-rcnn,True,pointpillars+mask-rcnn,,1,-0.006726999999997929
scene-0184,scene-0398,BB-AB,co_runner,,P50_ms,mask-rcnn,True,pointpillars+mask-rcnn,,1,-3.8706420000000037
scene-0184,scene-0398,AB-AA,own_input,7.571115000000006,P50_ms,mask-rcnn,True,pointpillars+mask-rcnn,6.179114499999997,1,13.750229500000003
scene-0184,scene-0398,BB-BA,own_input,7.571115000000006,P50_ms,mask-rcnn,True,pointpillars+mask-rcnn,2.3151994999999914,1,9.886314499999997
scene-0184,scene-0398,BB-BA-AB+AA,interaction,,P50_ms,mask-rcnn,True,pointpillars+mask-rcnn,,1,-3.8639150000000058
scene-0184,scene-0398,BA-AA,co_runner,,P99_ms,mask-rcnn,True,pointpillars+mask-rcnn,,1,-1.861214000000004
scene-0184,scene-0398,BB-AB,co_runner,,P99_ms,mask-rcnn,True,pointpillars+mask-rcnn,,1,-2.372910019999999
scene-0184,scene-0398,AB-AA,own_input,8.504792519999995,P99_ms,mask-rcnn,True,pointpillars+mask-rcnn,1.9935096900000033,1,10.498302209999999
scene-0184,scene-0398,BB-BA,own_input,8.504792519999995,P99_ms,mask-rcnn,True,pointpillars+mask-rcnn,1.4818136700000082,1,9.986606190000003
scene-0184,scene-0398,BB-BA-AB+AA,interaction,,P99_ms,mask-rcnn,True,pointpillars+mask-rcnn,,1,-0.5116960199999951
scene-0184,scene-0398,BA-AA,co_runner,,P99_minus_P50_ms,mask-rcnn,True,pointpillars+mask-rcnn,,1,-1.854487000000006
scene-0184,scene-0398,BB-AB,co_runner,,P99_minus_P50_ms,mask-rcnn,True,pointpillars+mask-rcnn,,1,1.4977319800000046
scene-0184,scene-0398,AB-AA,own_input,0.9336775199999892,P99_minus_P50_ms,mask-rcnn,True,pointpillars+mask-rcnn,-4.185604809999994,1,-3.2519272900000047
scene-0184,scene-0398,BB-BA,own_input,0.9336775199999892,P99_minus_P50_ms,mask-rcnn,True,pointpillars+mask-rcnn,-0.8333858299999832,1,0.10029169000000593
scene-0184,scene-0398,BB-BA-AB+AA,interaction,,P99_minus_P50_ms,mask-rcnn,True,pointpillars+mask-rcnn,,1,3.3522189800000106
scene-0184,scene-0398,BA-AA,co_runner,,throughput_hz,mask-rcnn,True,pointpillars+mask-rcnn,,1,0.0007826886854989112
scene-0184,scene-0398,BB-AB,co_runner,,throughput_hz,mask-rcnn,True,pointpillars+mask-rcnn,,1,0.003172104805639009
scene-0184,scene-0398,AB-AA,own_input,-0.19523521504059893,throughput_hz,mask-rcnn,True,pointpillars+mask-rcnn,-0.003079321771966903,1,-0.19831453681256583
scene-0184,scene-0398,BB-BA,own_input,-0.19523521504059893,throughput_hz,mask-rcnn,True,pointpillars+mask-rcnn,-0.0006899056518268054,1,-0.19592512069242574
scene-0184,scene-0398,BB-BA-AB+AA,interaction,,throughput_hz,mask-rcnn,True,pointpillars+mask-rcnn,,1,0.0023894161201400976
scene-0184,scene-0398,BA-AA,co_runner,,analysis_count,mask-rcnn,True,pointpillars+mask-rcnn,,1,0
scene-0184,scene-0398,BB-AB,co_runner,,analysis_count,mask-rcnn,True,pointpillars+mask-rcnn,,1,0
scene-0184,scene-0398,AB-AA,own_input,-3,analysis_count,mask-rcnn,True,pointpillars+mask-rcnn,0,1,-3
scene-0184,scene-0398,BB-BA,own_input,-3,analysis_count,mask-rcnn,True,pointpillars+mask-rcnn,0,1,-3
scene-0184,scene-0398,BB-BA-AB+AA,interaction,,analysis_count,mask-rcnn,True,pointpillars+mask-rcnn,,1,0
scene-0184,scene-0398,BA-AA,co_runner,,analysis_unique_source_count,mask-rcnn,True,pointpillars+mask-rcnn,,1,0
scene-0184,scene-0398,BB-AB,co_runner,,analysis_unique_source_count,mask-rcnn,True,pointpillars+mask-rcnn,,1,0
scene-0184,scene-0398,AB-AA,own_input,-3,analysis_unique_source_count,mask-rcnn,True,pointpillars+mask-rcnn,0,1,-3
scene-0184,scene-0398,BB-BA,own_input,-3,analysis_unique_source_count,mask-rcnn,True,pointpillars+mask-rcnn,0,1,-3
scene-0184,scene-0398,BB-BA-AB+AA,interaction,,analysis_unique_source_count,mask-rcnn,True,pointpillars+mask-rcnn,,1,0
scene-0184,scene-0398,AB-AA,co_runner,,R,pointpillars,True,pointpillars+mask-rcnn,,1,0.10634816234493352
scene-0184,scene-0398,BB-BA,co_runner,,R,pointpillars,True,pointpillars+mask-rcnn,,1,0.2303056395972171
scene-0184,scene-0398,BA-AA,own_input,0.012936269264849365,R,pointpillars,True,pointpillars+mask-rcnn,-0.01854778557665393,1,-0.005611516311804565
scene-0184,scene-0398,BB-AB,own_input,0.012936269264849365,R,pointpillars,True,pointpillars+mask-rcnn,0.10540969167562964,1,0.118345960940479
scene-0184,scene-0398,BB-BA-AB+AA,interaction,,R,pointpillars,True,pointpillars+mask-rcnn,,1,0.12395747725228357
scene-0184,scene-0398,AB-AA,co_runner,,P50_ms,pointpillars,True,pointpillars+mask-rcnn,,1,1.0574300000000036
scene-0184,scene-0398,BB-BA,co_runner,,P50_ms,pointpillars,True,pointpillars+mask-rcnn,,1,-2.076377000000001
scene-0184,scene-0398,BA-AA,own_input,-1.7365929999999992,P50_ms,pointpillars,True,pointpillars+mask-rcnn,0.043085000000004925,1,-1.6935079999999942
scene-0184,scene-0398,BB-AB,own_input,-1.7365929999999992,P50_ms,pointpillars,True,pointpillars+mask-rcnn,-3.0907219999999995,1,-4.827314999999999
scene-0184,scene-0398,BB-BA-AB+AA,interaction,,P50_ms,pointpillars,True,pointpillars+mask-rcnn,,1,-3.1338070000000045
scene-0184,scene-0398,AB-AA,co_runner,,P99_ms,pointpillars,True,pointpillars+mask-rcnn,,1,6.166247580000011
scene-0184,scene-0398,BB-BA,co_runner,,P99_ms,pointpillars,True,pointpillars+mask-rcnn,,1,7.166132730000001
scene-0184,scene-0398,BA-AA,own_input,-1.5180563499999984,P99_ms,pointpillars,True,pointpillars+mask-rcnn,-0.6999949399999856,1,-2.218051289999984
scene-0184,scene-0398,BB-AB,own_input,-1.5180563499999984,P99_ms,pointpillars,True,pointpillars+mask-rcnn,0.2998902100000045,1,-1.218166139999994
scene-0184,scene-0398,BB-BA-AB+AA,interaction,,P99_ms,pointpillars,True,pointpillars+mask-rcnn,,1,0.9998851499999901
scene-0184,scene-0398,AB-AA,co_runner,,P99_minus_P50_ms,pointpillars,True,pointpillars+mask-rcnn,,1,5.108817580000007
scene-0184,scene-0398,BB-BA,co_runner,,P99_minus_P50_ms,pointpillars,True,pointpillars+mask-rcnn,,1,9.242509730000002
scene-0184,scene-0398,BA-AA,own_input,0.21853665000000078,P99_minus_P50_ms,pointpillars,True,pointpillars+mask-rcnn,-0.7430799399999906,1,-0.5245432899999898
scene-0184,scene-0398,BB-AB,own_input,0.21853665000000078,P99_minus_P50_ms,pointpillars,True,pointpillars+mask-rcnn,3.390612210000004,1,3.609148860000005
scene-0184,scene-0398,BB-BA-AB+AA,interaction,,P99_minus_P50_ms,pointpillars,True,pointpillars+mask-rcnn,,1,4.133692149999995
scene-0184,scene-0398,AB-AA,co_runner,,throughput_hz,pointpillars,True,pointpillars+mask-rcnn,,1,0.07112117704647858
scene-0184,scene-0398,BB-BA,co_runner,,throughput_hz,pointpillars,True,pointpillars+mask-rcnn,,1,-0.07889106114349786
scene-0184,scene-0398,BA-AA,own_input,-0.25917178019306775,throughput_hz,pointpillars,True,pointpillars+mask-rcnn,0.20687404423268418,1,-0.05229773596038356
scene-0184,scene-0398,BB-AB,own_input,-0.25917178019306775,throughput_hz,pointpillars,True,pointpillars+mask-rcnn,0.05686180604270774,1,-0.20230997415036
scene-0184,scene-0398,BB-BA-AB+AA,interaction,,throughput_hz,pointpillars,True,pointpillars+mask-rcnn,,1,-0.15001223818997644
scene-0184,scene-0398,AB-AA,co_runner,,analysis_count,pointpillars,True,pointpillars+mask-rcnn,,1,2
scene-0184,scene-0398,BB-BA,co_runner,,analysis_count,pointpillars,True,pointpillars+mask-rcnn,,1,-1
