A,B,contrast,effect,executions,maximum,mean,metric,minimum,model_id,mps_enabled,pair,range,std
scene-0770,scene-0245,BB-BA,own_input,3,0.15395028999999738,0.13031169666666642,P99_ms,0.09533486000000124,yolov3,False,centerpoint+yolov3,0.05861542999999614,0.030908881893972406
scene-0770,scene-0245,BB-BA-AB+AA,interaction,3,0.2768271200000001,0.2196160099999981,P99_ms,0.1468907900000005,yolov3,False,centerpoint+yolov3,0.1299363299999996,0.06634288334317535
scene-0770,scene-0245,BA-AA,co_runner,3,16.417739499999996,10.852612249999998,P99_minus_P50_ms,0.6354429999999986,yolov3,False,centerpoint+yolov3,15.782296499999998,8.860098294082356
scene-0770,scene-0245,BB-AB,co_runner,3,3.625827119999993,1.1883160933333297,P99_minus_P50_ms,-0.3158398800000022,yolov3,False,centerpoint+yolov3,3.9416669999999954,2.1301522073338774
scene-0770,scene-0245,AB-AA,own_input,3,14.523934239999999,7.906939520000002,P99_minus_P50_ms,-3.8422631799999962,yolov3,False,centerpoint+yolov3,18.366197419999995,10.20215521250708
scene-0770,scene-0245,BB-BA,own_input,3,-0.8518790600000017,-1.7573566366666675,P99_minus_P50_ms,-2.2105457100000017,yolov3,False,centerpoint+yolov3,1.35866665,0.7841667132320681
scene-0770,scene-0245,BB-BA-AB+AA,interaction,3,2.9903841199999945,-9.66429615666667,P99_minus_P50_ms,-16.73357938,yolov3,False,centerpoint+yolov3,19.723963499999993,10.98436066504881
scene-0770,scene-0245,BA-AA,co_runner,3,0.0,-0.003034243122344904,throughput_hz,-0.00867863953351744,yolov3,False,centerpoint+yolov3,0.00867863953351744,0.004892787669781536
scene-0770,scene-0245,BB-AB,co_runner,3,0.009858973814310446,0.0036126208353438236,throughput_hz,-0.0015432015011747069,yolov3,False,centerpoint+yolov3,0.011402175315485152,0.005778783893939401
scene-0770,scene-0245,AB-AA,own_input,3,-0.06433068371889661,-0.0700920848168618,throughput_hz,-0.07646347578491763,yolov3,False,centerpoint+yolov3,0.012132792066021025,0.006089353542087664
scene-0770,scene-0245,BB-BA,own_input,3,-0.058281365220357984,-0.06344522085917308,throughput_hz,-0.06618041213708992,yolov3,False,centerpoint+yolov3,0.007899046916731933,0.004474655683022552
scene-0770,scene-0245,BB-BA-AB+AA,interaction,3,0.011200729726413172,0.006646863957688727,throughput_hz,-0.0015432015011747069,yolov3,False,centerpoint+yolov3,0.012743931227587879,0.007107630190386774
scene-0770,scene-0245,BA-AA,co_runner,3,0.0,0.0,analysis_count,0.0,yolov3,False,centerpoint+yolov3,0.0,0.0
scene-0770,scene-0245,BB-AB,co_runner,3,0.0,0.0,analysis_count,0.0,yolov3,False,centerpoint+yolov3,0.0,0.0
scene-0770,scene-0245,AB-AA,own_input,3,-1.0,-1.0,analysis_count,-1.0,yolov3,False,centerpoint+yolov3,0.0,0.0
scene-0770,scene-0245,BB-BA,own_input,3,-1.0,-1.0,analysis_count,-1.0,yolov3,False,centerpoint+yolov3,0.0,0.0
scene-0770,scene-0245,BB-BA-AB+AA,interaction,3,0.0,0.0,analysis_count,0.0,yolov3,False,centerpoint+yolov3,0.0,0.0
scene-0770,scene-0245,BA-AA,co_runner,3,0.0,0.0,analysis_unique_source_count,0.0,yolov3,False,centerpoint+yolov3,0.0,0.0
scene-0770,scene-0245,BB-AB,co_runner,3,0.0,0.0,analysis_unique_source_count,0.0,yolov3,False,centerpoint+yolov3,0.0,0.0
scene-0770,scene-0245,AB-AA,own_input,3,-1.0,-1.0,analysis_unique_source_count,-1.0,yolov3,False,centerpoint+yolov3,0.0,0.0
scene-0770,scene-0245,BB-BA,own_input,3,-1.0,-1.0,analysis_unique_source_count,-1.0,yolov3,False,centerpoint+yolov3,0.0,0.0
scene-0770,scene-0245,BB-BA-AB+AA,interaction,3,0.0,0.0,analysis_unique_source_count,0.0,yolov3,False,centerpoint+yolov3,0.0,0.0
scene-0770,scene-0245,AB-AA,co_runner,3,0.02117478252406521,0.008736143235227123,R,-0.01064561902932161,centerpoint,False,centerpoint+yolov3,0.03182040155338682,0.0170085186376291
scene-0770,scene-0245,BB-BA,co_runner,3,0.01984931197190229,0.010154685326693197,R,-0.005649798060295502,centerpoint,False,centerpoint+yolov3,0.02549911003219779,0.013803945637473903
scene-0770,scene-0245,BA-AA,own_input,3,0.1252623608543736,0.09932055565964205,R,0.06707280569784098,centerpoint,False,centerpoint+yolov3,0.05818955515653261,0.029602867882737086
scene-0770,scene-0245,BB-AB,own_input,3,0.10621177628424668,0.10073909775110813,R,0.09756773669906488,centerpoint,False,centerpoint+yolov3,0.008644039585181798,0.00475940140134697
scene-0770,scene-0245,BB-BA-AB+AA,interaction,3,0.0304949310012239,0.001418542091466075,R,-0.026824580584360713,centerpoint,False,centerpoint+yolov3,0.05731951158558461,0.028668839382942405
scene-0770,scene-0245,AB-AA,co_runner,3,0.989412499999986,-1.0686135000000074,P50_ms,-2.4107199999999978,centerpoint,False,centerpoint+yolov3,3.400132499999984,1.8095940987550845
scene-0770,scene-0245,BB-BA,co_runner,3,0.17487450000000138,0.052799500000001366,P50_ms,-0.08795100000000389,centerpoint,False,centerpoint+yolov3,0.26282550000000526,0.13240427329867735
scene-0770,scene-0245,BA-AA,own_input,3,-33.124170500000005,-34.31968283333334,P50_ms,-35.14236650000001,centerpoint,False,centerpoint+yolov3,2.018196000000003,1.0594950139667187
scene-0770,scene-0245,BB-AB,own_input,3,-32.210316500000005,-33.198269833333335,P50_ms,-34.201533999999995,centerpoint,False,centerpoint+yolov3,1.9912174999999905,0.9956970419206708
scene-0770,scene-0245,BB-BA-AB+AA,interaction,3,2.4821950000000186,1.1214130000000182,P50_ms,-1.07736349999999,centerpoint,False,centerpoint+yolov3,3.5595585000000085,1.9220536582658858
scene-0770,scene-0245,AB-AA,co_runner,3,0.3705990900000131,0.08258184666666087,P99_ms,-0.4291085300000361,centerpoint,False,centerpoint+yolov3,0.7997076200000492,0.44430318736523033
scene-0770,scene-0245,BB-BA,co_runner,3,2.0306353400000177,1.1524002066666696,P99_ms,-0.5208678899999768,centerpoint,False,centerpoint+yolov3,2.5515032299999945,1.4496897056835976
scene-0770,scene-0245,BA-AA,own_input,3,-23.75428531,-26.220435030000008,P99_ms,-28.900175810000036,centerpoint,False,centerpoint+yolov3,5.145890500000036,2.5795858417935236
scene-0770,scene-0245,BB-AB,own_input,3,-24.36566578000003,-25.15061667,P99_ms,-26.440431939999982,centerpoint,False,centerpoint+yolov3,2.074766159999953,1.1257573834156425
scene-0770,scene-0245,BB-BA-AB+AA,interaction,3,2.4597438700000396,1.0698183600000089,P99_ms,-0.8914669799999899,centerpoint,False,centerpoint+yolov3,3.3512108500000295,1.7471383980076318
scene-0770,scene-0245,AB-AA,co_runner,3,2.781319090000011,1.1511953466666682,P99_minus_P50_ms,-1.4185210300000222,centerpoint,False,centerpoint+yolov3,4.199840120000033,2.252063497295579
scene-0770,scene-0245,BB-BA,co_runner,3,2.1185863400000216,1.0996007066666682,P99_minus_P50_ms,-0.5923428899999834,centerpoint,False,centerpoint+yolov3,2.710929230000005,1.4754452337607726
scene-0770,scene-0245,BA-AA,own_input,3,10.938226190000009,8.099247803333332,P99_minus_P50_ms,4.223994689999969,centerpoint,False,centerpoint+yolov3,6.714231500000039,3.475000020250975
scene-0770,scene-0245,BB-AB,own_input,3,8.817293219999968,8.047653163333331,P99_minus_P50_ms,7.5645642100000146,centerpoint,False,centerpoint+yolov3,1.2527290099999533,0.6737329918001808
scene-0770,scene-0245,BB-BA-AB+AA,interaction,3,3.5371073700000437,-0.05159463999999995,P99_minus_P50_ms,-3.3736619799999943,centerpoint,False,centerpoint+yolov3,6.910769350000038,3.4630916516401227
scene-0770,scene-0245,AB-AA,co_runner,3,-0.035228383035303956,-0.05173602107183791,throughput_hz,-0.07787941035147838,centerpoint,False,centerpoint+yolov3,0.04265102731617443,0.022900072255247057
scene-0770,scene-0245,BB-BA,co_runner,3,-0.05955342997030222,-0.08219953255307051,throughput_hz,-0.11396259888802263,centerpoint,False,centerpoint+yolov3,0.05440916891772041,0.028327172231326466
scene-0770,scene-0245,BA-AA,own_input,3,1.8583081381296873,1.8353230891027341,throughput_hz,1.8167139703153223,centerpoint,False,centerpoint+yolov3,0.04159416781436498,0.021139542879125547
scene-0770,scene-0245,BB-AB,own_input,3,1.849273139244369,1.8048595776215015,throughput_hz,1.7795739222769686,centerpoint,False,centerpoint+yolov3,0.06969921696740045,0.038586303404339654
scene-0770,scene-0245,BB-BA-AB+AA,interaction,3,0.018325980381176166,-0.030463511481232608,throughput_hz,-0.07873421585271867,centerpoint,False,centerpoint+yolov3,0.09706019623389484,0.048532177764717056
scene-0770,scene-0245,AB-AA,co_runner,3,-1.0,-1.3333333333333333,analysis_count,-2.0,centerpoint,False,centerpoint+yolov3,1.0,0.5773502691896257
scene-0770,scene-0245,BB-BA,co_runner,3,-1.0,-1.6666666666666667,analysis_count,-2.0,centerpoint,False,centerpoint+yolov3,1.0,0.5773502691896257
scene-0770,scene-0245,BA-AA,own_input,3,35.0,35.0,analysis_count,35.0,centerpoint,False,centerpoint+yolov3,0.0,0.0
scene-0770,scene-0245,BB-AB,own_input,3,36.0,34.666666666666664,analysis_count,34.0,centerpoint,False,centerpoint+yolov3,2.0,1.1547005383792517
scene-0770,scene-0245,BB-BA-AB+AA,interaction,3,1.0,-0.3333333333333333,analysis_count,-1.0,centerpoint,False,centerpoint+yolov3,2.0,1.1547005383792517
scene-0770,scene-0245,AB-AA,co_runner,3,-1.0,-1.3333333333333333,analysis_unique_source_count,-2.0,centerpoint,False,centerpoint+yolov3,1.0,0.5773502691896257
scene-0770,scene-0245,BB-BA,co_runner,3,-1.0,-1.6666666666666667,analysis_unique_source_count,-2.0,centerpoint,False,centerpoint+yolov3,1.0,0.5773502691896257
scene-0770,scene-0245,BA-AA,own_input,3,35.0,35.0,analysis_unique_source_count,35.0,centerpoint,False,centerpoint+yolov3,0.0,0.0
scene-0770,scene-0245,BB-AB,own_input,3,36.0,34.666666666666664,analysis_unique_source_count,34.0,centerpoint,False,centerpoint+yolov3,2.0,1.1547005383792517
scene-0770,scene-0245,BB-BA-AB+AA,interaction,3,1.0,-0.3333333333333333,analysis_unique_source_count,-1.0,centerpoint,False,centerpoint+yolov3,2.0,1.1547005383792517
scene-0245,scene-0398,BA-AA,co_runner,3,0.10987400890306423,0.0845405178787435,R,0.05330757798664559,vit-upernet,False,pointpillars+vit-upernet,0.056566430916418636,0.02874096204658307
scene-0245,scene-0398,BB-AB,co_runner,3,0.02061386698854345,-0.026151323501689677,R,-0.056169390524158036,vit-upernet,False,pointpillars+vit-upernet,0.07678325751270149,0.04103981928443247
scene-0245,scene-0398,AB-AA,own_input,3,0.10817530038971418,0.08213460159784162,R,0.04682227269388972,vit-upernet,False,pointpillars+vit-upernet,0.06135302769582446,0.031709948684325605
scene-0245,scene-0398,BB-BA,own_input,3,0.014128561695787578,-0.028557239782591542,R,-0.06136622416259768,vit-upernet,False,pointpillars+vit-upernet,0.07549478585838526,0.038704383601174897
scene-0245,scene-0398,BB-BA-AB+AA,interaction,3,-0.03269371099810214,-0.11069184138043316,R,-0.15277245587251867,vit-upernet,False,pointpillars+vit-upernet,0.12007874487441653,0.06761861580547426
scene-0245,scene-0398,BA-AA,co_runner,3,-0.8827919999999949,-1.9692986666666645,P50_ms,-2.9101229999999987,vit-upernet,False,pointpillars+vit-upernet,2.0273310000000038,1.02148678531557
scene-0245,scene-0398,BB-AB,co_runner,3,2.0013119999999986,0.9043359999999984,P50_ms,-0.7328690000000009,vit-upernet,False,pointpillars+vit-upernet,2.7341809999999995,1.4449297438010607
scene-0245,scene-0398,AB-AA,own_input,3,-0.965562999999996,-2.510976333333332,P50_ms,-3.712783999999999,vit-upernet,False,pointpillars+vit-upernet,2.7472210000000032,1.4054730329445453
scene-0245,scene-0398,BB-BA,own_input,3,1.5001059999999953,0.36265833333333103,P50_ms,-0.8156400000000019,vit-upernet,False,pointpillars+vit-upernet,2.315745999999997,1.158413340243598
scene-0245,scene-0398,BB-BA-AB+AA,interaction,3,4.354687999999996,2.873634666666663,P50_ms,0.14992299999999403,vit-upernet,False,pointpillars+vit-upernet,4.204765000000002,2.361813281434064
scene-0245,scene-0398,BA-AA,co_runner,3,1.0044232800000046,0.8566253466666657,P99_ms,0.585439639999997,vit-upernet,False,pointpillars+vit-upernet,0.41898364000000754,0.2351706393303208
scene-0245,scene-0398,BB-AB,co_runner,3,0.4150113800000028,0.15707148666666626,P99_ms,-0.16679264000000416,vit-upernet,False,pointpillars+vit-upernet,0.581804020000007,0.2964514847786784
scene-0245,scene-0398,AB-AA,own_input,3,0.6166424399999997,0.04799700666666714,P99_ms,-0.4249715999999992,vit-upernet,False,pointpillars+vit-upernet,1.041614039999999,0.5273570834378091
scene-0245,scene-0398,BB-BA,own_input,3,-0.41012373999999596,-0.6515568533333322,P99_ms,-1.014383500000001,vit-upernet,False,pointpillars+vit-upernet,0.604259760000005,0.3198980413196978
scene-0245,scene-0398,BB-BA-AB+AA,interaction,3,-0.3624439199999969,-0.6995538599999994,P99_ms,-1.1468057599999995,vit-upernet,False,pointpillars+vit-upernet,0.7843618400000025,0.40361406383639337
scene-0245,scene-0398,BA-AA,co_runner,3,3.4955626399999957,2.82592401333333,P99_minus_P50_ms,1.8628051199999902,vit-upernet,False,pointpillars+vit-upernet,1.6327575200000055,0.8550276486589184
scene-0245,scene-0398,BB-AB,co_runner,3,0.5660763599999967,-0.7472645133333321,P99_minus_P50_ms,-1.5863006199999958,vit-upernet,False,pointpillars+vit-upernet,2.1523769799999926,1.1519138096101253
scene-0245,scene-0398,AB-AA,own_input,3,3.2878124,2.558973339999999,P99_minus_P50_ms,1.5822054399999956,vit-upernet,False,pointpillars+vit-upernet,1.7056069600000043,0.8794175957859407
scene-0245,scene-0398,BB-BA,own_input,3,0.28547668000000215,-1.0142151866666633,P99_minus_P50_ms,-1.9102297399999912,vit-upernet,False,pointpillars+vit-upernet,2.1957064199999934,1.1521710813426593
scene-0245,scene-0398,BB-BA-AB+AA,interaction,3,-1.2967287599999935,-3.5731885266666623,P99_minus_P50_ms,-4.717131919999993,vit-upernet,False,pointpillars+vit-upernet,3.4204031599999993,1.9714802677520178
scene-0245,scene-0398,BA-AA,co_runner,3,-0.00026326039128576895,-0.0010955757232427032,throughput_hz,-0.0027247917222439355,vit-upernet,False,pointpillars+vit-upernet,0.0024615313309581666,0.0014110535525535188
scene-0245,scene-0398,BB-AB,co_runner,3,0.0010449544189903293,-0.00021347100104958847,throughput_hz,-0.002359692286930226,vit-upernet,False,pointpillars+vit-upernet,0.0034046467059205554,0.0018678974604048337
scene-0245,scene-0398,AB-AA,own_input,3,-0.10067232216909616,-0.10084228846816264,throughput_hz,-0.10115127698700732,vit-upernet,False,pointpillars+vit-upernet,0.0004789548179111591,0.0002680388266541288
scene-0245,scene-0398,BB-BA,own_input,3,-0.09738153084577306,-0.09996018374596953,throughput_hz,-0.10276428347911626,vit-upernet,False,pointpillars+vit-upernet,0.005382752633343202,0.002698448847728315
scene-0245,scene-0398,BB-BA-AB+AA,interaction,3,0.0037697461412342648,0.0008821047221931148,throughput_hz,-0.002061017230731821,vit-upernet,False,pointpillars+vit-upernet,0.005830763371966086,0.0029157775879163606
scene-0245,scene-0398,BA-AA,co_runner,3,0.0,0.0,analysis_count,0.0,vit-upernet,False,pointpillars+vit-upernet,0.0,0.0
scene-0245,scene-0398,BB-AB,co_runner,3,0.0,0.0,analysis_count,0.0,vit-upernet,False,pointpillars+vit-upernet,0.0,0.0
scene-0245,scene-0398,AB-AA,own_input,3,-2.0,-2.0,analysis_count,-2.0,vit-upernet,False,pointpillars+vit-upernet,0.0,0.0
scene-0245,scene-0398,BB-BA,own_input,3,-2.0,-2.0,analysis_count,-2.0,vit-upernet,False,pointpillars+vit-upernet,0.0,0.0
scene-0245,scene-0398,BB-BA-AB+AA,interaction,3,0.0,0.0,analysis_count,0.0,vit-upernet,False,pointpillars+vit-upernet,0.0,0.0
scene-0245,scene-0398,BA-AA,co_runner,3,0.0,0.0,analysis_unique_source_count,0.0,vit-upernet,False,pointpillars+vit-upernet,0.0,0.0
scene-0245,scene-0398,BB-AB,co_runner,3,0.0,0.0,analysis_unique_source_count,0.0,vit-upernet,False,pointpillars+vit-upernet,0.0,0.0
scene-0245,scene-0398,AB-AA,own_input,3,-2.0,-2.0,analysis_unique_source_count,-2.0,vit-upernet,False,pointpillars+vit-upernet,0.0,0.0
scene-0245,scene-0398,BB-BA,own_input,3,-2.0,-2.0,analysis_unique_source_count,-2.0,vit-upernet,False,pointpillars+vit-upernet,0.0,0.0
scene-0245,scene-0398,BB-BA-AB+AA,interaction,3,0.0,0.0,analysis_unique_source_count,0.0,vit-upernet,False,pointpillars+vit-upernet,0.0,0.0
scene-0245,scene-0398,AB-AA,co_runner,3,0.0051628073273375374,0.00188160265739723,R,-0.00400075905685171,pointpillars,False,pointpillars+vit-upernet,0.009163566384189248,0.00510560972815472
scene-0245,scene-0398,BB-BA,co_runner,3,0.010756282128648875,0.004801659120751034,R,-0.0024107359122054195,pointpillars,False,pointpillars+vit-upernet,0.013167018040854295,0.00667301160438903
scene-0245,scene-0398,BA-AA,own_input,3,-0.010937240838608253,-0.016294655638766198,R,-0.021202275408752747,pointpillars,False,pointpillars+vit-upernet,0.010265034570144493,0.005147277956205644
scene-0245,scene-0398,BB-AB,own_input,3,-0.005343766037296915,-0.013374599175412394,R,-0.023637946282848876,pointpillars,False,pointpillars+vit-upernet,0.01829418024555196,0.009349189626999549
scene-0245,scene-0398,BB-BA-AB+AA,interaction,3,0.010060190202661357,0.002920056463353804,R,-0.006893495613911282,pointpillars,False,pointpillars+vit-upernet,0.01695368581657264,0.00878733406096865
scene-0245,scene-0398,AB-AA,co_runner,3,0.2002095000000068,0.014300166666667261,P50_ms,-0.11798900000000145,pointpillars,False,pointpillars+vit-upernet,0.31819850000000827,0.16573748234960306
scene-0245,scene-0398,BB-BA,co_runner,3,-0.06545049999999719,-0.14352749999999995,P50_ms,-0.2965805000000046,pointpillars,False,pointpillars+vit-upernet,0.23113000000000739,0.13255685443235693
scene-0245,scene-0398,BA-AA,own_input,3,1.4057300000000055,1.364177333333333,P50_ms,1.3030904999999962,pointpillars,False,pointpillars+vit-upernet,0.10263950000000932,0.05403614059667599
scene-0245,scene-0398,BB-AB,own_input,3,1.3575810000000033,1.2063496666666655,P50_ms,0.9089399999999941,pointpillars,False,pointpillars+vit-upernet,0.44864100000000917,0.2575767178382695
scene-0245,scene-0398,BB-BA-AB+AA,interaction,3,0.049437500000003354,-0.15782766666666723,P50_ms,-0.4967900000000114,pointpillars,False,pointpillars+vit-upernet,0.5462275000000147,0.29597166793476826
scene-0245,scene-0398,AB-AA,co_runner,3,0.5917990100000026,0.13495915999999872,P99_ms,-0.42918314000000635,pointpillars,False,pointpillars+vit-upernet,1.020982150000009,0.5188800434461344
scene-0245,scene-0398,BB-BA,co_runner,3,0.5466803599999963,0.06002393333333108,P99_ms,-0.6229660199999927,pointpillars,False,pointpillars+vit-upernet,1.169646379999989,0.6090388360620326
scene-0245,scene-0398,BA-AA,own_input,3,1.5738883000000072,1.2297934766666714,P99_ms,0.8409507000000076,pointpillars,False,pointpillars+vit-upernet,0.7329375999999996,0.36851209731714524
scene-0245,scene-0398,BB-AB,own_input,3,1.8783070500000036,1.1548582500000037,P99_ms,0.05977640000000406,pointpillars,False,pointpillars+vit-upernet,1.8185306499999996,0.9645448533565362
scene-0245,scene-0398,BB-BA-AB+AA,interaction,3,0.685540599999996,-0.07493522666666763,P99_ms,-1.2147650299999952,pointpillars,False,pointpillars+vit-upernet,1.9003056299999912,1.005346930945743
scene-0245,scene-0398,AB-AA,co_runner,3,0.39158950999999576,0.12065899333333145,P99_minus_P50_ms,-0.3111941400000049,pointpillars,False,pointpillars+vit-upernet,0.7027836500000006,0.3780188898626196
scene-0245,scene-0398,BB-BA,co_runner,3,0.6121308599999935,0.20355143333333103,P99_minus_P50_ms,-0.3263855199999881,pointpillars,False,pointpillars+vit-upernet,0.9385163799999816,0.4808835470683663
scene-0245,scene-0398,BA-AA,own_input,3,0.19017680000001036,-0.13438385666666144,P99_minus_P50_ms,-0.46213979999998855,pointpillars,False,pointpillars+vit-upernet,0.6523165999999989,0.32617003855589066
scene-0245,scene-0398,BB-AB,own_input,3,0.5207260500000004,-0.05149141666666187,P99_minus_P50_ms,-0.84916359999999,pointpillars,False,pointpillars+vit-upernet,1.3698896499999904,0.712230149070305
scene-0245,scene-0398,BB-BA-AB+AA,interaction,3,0.6361030999999926,0.08289243999999958,P99_minus_P50_ms,-0.7179750299999839,pointpillars,False,pointpillars+vit-upernet,1.3540781299999765,0.7101987870945619
scene-0245,scene-0398,AB-AA,co_runner,3,-0.2222265892600177,-0.2910446140922751,throughput_hz,-0.37726321642062643,pointpillars,False,pointpillars+vit-upernet,0.15503662716060873,0.07896944987292603
scene-0245,scene-0398,BB-BA,co_runner,3,0.1439627906415346,0.0017524867283036372,throughput_hz,-0.17215204149626473,pointpillars,False,pointpillars+vit-upernet,0.31611483213779934,0.160423002295183
scene-0245,scene-0398,BA-AA,own_input,3,-0.7271946851606934,-0.7627243455356426,throughput_hz,-0.7824943117497511,pointpillars,False,pointpillars+vit-upernet,0.05529962658905774,0.03083485276849446
scene-0245,scene-0398,BB-AB,own_input,3,-0.41630493184819883,-0.4699272447150638,throughput_hz,-0.5733728647721215,pointpillars,False,pointpillars+vit-upernet,0.15706793292392263,0.08960667019131272
scene-0245,scene-0398,BB-BA-AB+AA,interaction,3,0.3661893799015523,0.29279710082057875,throughput_hz,0.2051111749243617,pointpillars,False,pointpillars+vit-upernet,0.1610782049771906,0.08148483468798134
scene-0245,scene-0398,AB-AA,co_runner,3,-4.0,-5.333333333333333,analysis_count,-7.0,pointpillars,False,pointpillars+vit-upernet,3.0,1.5275252316519465
scene-0245,scene-0398,BB-BA,co_runner,3,3.0,0.3333333333333333,analysis_count,-3.0,pointpillars,False,pointpillars+vit-upernet,6.0,3.0550504633038935
scene-0245,scene-0398,BA-AA,own_input,3,-14.0,-14.666666666666666,analysis_count,-15.0,pointpillars,False,pointpillars+vit-upernet,1.0,0.5773502691896257
scene-0245,scene-0398,BB-AB,own_input,3,-8.0,-9.0,analysis_count,-11.0,pointpillars,False,pointpillars+vit-upernet,3.0,1.7320508075688772
scene-0245,scene-0398,BB-BA-AB+AA,interaction,3,7.0,5.666666666666667,analysis_count,4.0,pointpillars,False,pointpillars+vit-upernet,3.0,1.5275252316519465
scene-0245,scene-0398,AB-AA,co_runner,3,-4.0,-5.333333333333333,analysis_unique_source_count,-7.0,pointpillars,False,pointpillars+vit-upernet,3.0,1.5275252316519465
scene-0245,scene-0398,BB-BA,co_runner,3,3.0,0.3333333333333333,analysis_unique_source_count,-3.0,pointpillars,False,pointpillars+vit-upernet,6.0,3.0550504633038935
scene-0245,scene-0398,BA-AA,own_input,3,-14.0,-14.666666666666666,analysis_unique_source_count,-15.0,pointpillars,False,pointpillars+vit-upernet,1.0,0.5773502691896257
scene-0245,scene-0398,BB-AB,own_input,3,-8.0,-9.0,analysis_unique_source_count,-11.0,pointpillars,False,pointpillars+vit-upernet,3.0,1.7320508075688772
scene-0245,scene-0398,BB-BA-AB+AA,interaction,3,7.0,5.666666666666667,analysis_unique_source_count,4.0,pointpillars,False,pointpillars+vit-upernet,3.0,1.5275252316519465
scene-0770,scene-0184,BA-AA,co_runner,3,0.0021920870226048855,-0.01020149420592977,R,-0.03190393307811905,mask-rcnn,False,pointpillars+mask-rcnn,0.034096020100723934,0.018858042572059617
scene-0770,scene-0184,BB-AB,co_runner,3,0.012116128213095573,-0.005757215858823254,R,-0.022918330651189853,mask-rcnn,False,pointpillars+mask-rcnn,0.035034458864285425,0.017528085459864562
scene-0770,scene-0184,AB-AA,own_input,3,0.05802639092621639,0.04214153838120103,R,0.019067184325266953,mask-rcnn,False,pointpillars+mask-rcnn,0.03895920660094944,0.020450468056391582
scene-0770,scene-0184,BB-BA,own_input,3,0.06308724561648157,0.04658581672830755,R,0.032915973252421654,mask-rcnn,False,pointpillars+mask-rcnn,0.03017127236405992,0.015283645703067176
scene-0770,scene-0184,BB-BA-AB+AA,interaction,3,0.04402006129121462,0.004444278347106516,R,-0.025110417673794738,mask-rcnn,False,pointpillars+mask-rcnn,0.06913047896500936,0.035638075394509604
scene-0770,scene-0184,BA-AA,co_runner,3,0.8647115000000056,0.43594733333333363,P50_ms,-0.04183100000000195,mask-rcnn,False,pointpillars+mask-rcnn,0.9065425000000076,0.45525445354997524
scene-0770,scene-0184,BB-AB,co_runner,3,1.862479499999992,1.4485396666666663,P50_ms,1.0285690000000045,mask-rcnn,False,pointpillars+mask-rcnn,0.8339104999999876,0.41698795991680404
scene-0770,scene-0184,AB-AA,own_input,3,-10.847990500000002,-11.343750499999999,P50_ms,-11.743575,mask-rcnn,False,pointpillars+mask-rcnn,0.8955844999999982,0.45543453347352636
scene-0770,scene-0184,BB-BA,own_input,3,-10.062168,-10.331158166666667,P50_ms,-10.684133000000003,mask-rcnn,False,pointpillars+mask-rcnn,0.621965000000003,0.31937467570642597
scene-0770,scene-0184,BB-BA-AB+AA,interaction,3,1.4964015000000046,1.0125923333333329,P50_ms,0.16385749999999888,mask-rcnn,False,pointpillars+mask-rcnn,1.3325440000000057,0.7374255451420738
scene-0770,scene-0184,BA-AA,co_runner,3,0.4616660000000081,-0.1668164166666628,P99_ms,-1.0544797499999987,mask-rcnn,False,pointpillars+mask-rcnn,1.5161457500000068,0.7906045436777481
scene-0770,scene-0184,BB-AB,co_runner,3,1.7739087499999968,1.3177625833333313,P99_ms,0.4396445,mask-rcnn,False,pointpillars+mask-rcnn,1.3342642499999968,0.7606645095234286
scene-0770,scene-0184,AB-AA,own_input,3,-9.5901195,-10.0619655,P99_ms,-10.886128,mask-rcnn,False,pointpillars+mask-rcnn,1.2960084999999992,0.7162434608059258
scene-0770,scene-0184,BB-BA,own_input,3,-8.057739500000004,-8.577386500000005,P99_ms,-9.242839500000002,mask-rcnn,False,pointpillars+mask-rcnn,1.1850999999999985,0.6058548049879592
scene-0770,scene-0184,BB-BA-AB+AA,interaction,3,2.8283885000000026,1.4845789999999965,P99_ms,0.3472799999999978,mask-rcnn,False,pointpillars+mask-rcnn,2.481108500000005,1.2533793468662067
scene-0770,scene-0184,BA-AA,co_runner,3,0.13419550000000413,-0.6027637499999964,P99_minus_P50_ms,-1.9191912500000043,mask-rcnn,False,pointpillars+mask-rcnn,2.0533867500000085,1.142775951723457
scene-0770,scene-0184,BB-AB,co_runner,3,0.7453397499999923,-0.13077708333333504,P99_minus_P50_ms,-1.0149260000000027,mask-rcnn,False,pointpillars+mask-rcnn,1.760265749999995,0.8801603623361861
scene-0770,scene-0184,AB-AA,own_input,3,2.1534554999999997,1.2817849999999993,P99_minus_P50_ms,-0.038137499999997715,mask-rcnn,False,pointpillars+mask-rcnn,2.1915929999999975,1.1625262840212451
scene-0770,scene-0184,BB-BA,own_input,3,2.626393499999999,1.7537716666666607,P99_minus_P50_ms,1.004333999999993,mask-rcnn,False,pointpillars+mask-rcnn,1.622059500000006,0.8180158981175666
scene-0770,scene-0184,BB-BA-AB+AA,interaction,3,2.6645309999999967,0.4719866666666614,P99_minus_P50_ms,-1.1491215000000068,mask-rcnn,False,pointpillars+mask-rcnn,3.8136525000000034,1.9699976693184413
scene-0770,scene-0184,BA-AA,co_runner,3,0.004388813710914263,0.002004549590642668,throughput_hz,-0.0007292264896108236,mask-rcnn,False,pointpillars+mask-rcnn,0.005118040200525087,0.0025768591019253474
