after_first_latency_r,common_source_frames,latency_r,scene_id
0.3779127617041428,232,0.5683427513410864,scene-0770
0.025752091794001866,229,0.34563881628894816,scene-0398
0.030551732712972283,232,0.3133410756968738,scene-0184
0.19637633058963375,231,0.4017011680631804,scene-0245
