P50_ms,P99_ms,calls_max,calls_min,count,covariance_share,execution_id,first_difference_pearson,kernel_name,mean_ms,module,mps_enabled,pearson,scene_id,std_ms,total_latency_endpoint_gap_ms
0.015072,0.024144,1,1,226,0.000162748485276856,i2-i30-0770,0.11417579355615327,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",0.015582933628318583,data_preprocessor,False,0.03993528625754767,scene-0770,0.0019887704366208536,2.4250000000003435e-05
0.023024000000000003,0.02541625,1,1,226,0.0008240480212581189,i2-i30-0770,0.5278044460320953,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)1>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)",0.023057389380530976,data_preprocessor,False,0.4056113175644742,scene-0770,0.0009914411913943366,0.002728750000000002
0.0141125,0.018304,1,1,226,0.0009841906878896047,i2-i30-0770,0.42409711535440364,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)",0.014697230088495576,data_preprocessor,False,0.3027477995449252,scene-0770,0.0015864367375601597,0.0016874999999999998
0.8857059999999999,0.9204905000000001,6,6,226,0.007320977185731411,i2-i30-0770,-0.013643638283586333,ampere_sgemm_128x128_nn,0.8837795398230088,decoder,False,0.14083463357112078,scene-0770,0.0253678749044686,0.0011282499999999418
0.31877049999999996,0.34422725,6,6,226,0.0024292976329677645,i2-i30-0770,-0.11896177355580705,ampere_sgemm_128x128_tn,0.31952444690265486,decoder,False,0.09252021032582472,scene-0770,0.012813524915857641,0.0013120000000000354
1.829412,1.9003677500000002,18,18,226,0.01356688425638661,i2-i30-0770,-0.04381593498741696,ampere_sgemm_128x64_tn,1.832416615044248,decoder,False,0.1793961582692459,scene-0770,0.03690553313609998,0.004064749999999728
0.879482,0.9302817499999999,54,54,226,0.004854085006695762,i2-i30-0770,-0.10133964960996433,ampere_sgemm_32x128_tn,0.8802954646017699,decoder,False,0.0856441817271481,scene-0770,0.027658843396736698,0.00026124999999987963
0.08684800000000001,0.0901925,12,12,226,0.0006195321570597176,i2-i30-0770,-0.0151188077139337,ampere_sgemm_32x32_sliced1x4_tn,0.08654056194690267,decoder,False,0.13202039619237352,scene-0770,0.002290062440344334,-7.2500000000017e-05
0.48840550000000005,0.5012460000000001,6,6,226,0.003056667549923273,i2-i30-0770,0.006165318582628538,ampere_sgemm_64x64_tn,0.4887354247787611,decoder,False,0.2311892198386299,scene-0770,0.006452160009873771,-0.006087999999999982
0.004832,0.00504825,6,6,226,4.447457757406108e-05,i2-i30-0770,0.035439162478715286,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)",0.00482824778761062,decoder,False,0.13924297373840072,scene-0770,0.0001558701825960916,0.00011199999999999925
0.6464395000000001,0.6905535,6,6,226,0.001465730433651643,i2-i30-0770,0.061286586896524275,"void <unnamed>::softmax_warp_forward<float, float, float, (int)10, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)",0.6523365442477875,decoder,False,0.042906461133835345,scene-0770,0.016670779663360842,0.008999749999999973
0.010464000000000001,0.01088,6,6,226,0.00010100583654879116,i2-i30-0770,0.01594345968867182,"void <unnamed>::softmax_warp_forward<float, float, float, (int)4, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)",0.010430146017699116,decoder,False,0.14401074154283733,scene-0770,0.000342275714183083,-1.6000000000002124e-05
0.04687999999999999,0.048208749999999995,14,14,226,0.00026744848474708,i2-i30-0770,0.0016937714836514131,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)3, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",0.04684098672566371,decoder,False,0.13848950165763346,scene-0770,0.0009424271549046462,0.0004392500000000091
0.10845000000000002,0.11328274999999999,24,24,226,0.0008079974781633312,i2-i30-0770,-0.005580774995913759,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",0.10841606637168143,decoder,False,0.12065080315899393,scene-0770,0.0032681673736699095,0.0011207500000000176
