count,execution_id,first_difference_pearson,max,mean,metric,min,mps_enabled,pearson,scene_id,timing
146,i2-i21-0398,0.0016923606715330305,34816.0,34718.02739726027,raw_points,34464.0,True,-0.10304597974871561,scene-0398,module:data_preprocessor
146,i2-i21-0398,-0.03350631164498762,34816.0,34718.02739726027,raw_points,34464.0,True,-0.003800744022504423,scene-0398,kernel:point_to_voxelidx_kernel
146,i2-i21-0398,0.0353134239821813,34816.0,34718.02739726027,raw_points,34464.0,True,-0.1927886658711872,scene-0398,kernel:determin_voxel_num
146,i2-i21-0398,0.2799133165153768,269458.0,263800.0753424658,voxel_input_points,247402.0,True,0.6532588681674637,scene-0398,latency_ms
146,i2-i21-0398,0.2660615494810409,269458.0,263800.0753424658,voxel_input_points,247402.0,True,0.6772896732097332,scene-0398,module:data_preprocessor
146,i2-i21-0398,0.32380721722524025,269458.0,263800.0753424658,voxel_input_points,247402.0,True,0.8804439663224668,scene-0398,kernel:point_to_voxelidx_kernel
146,i2-i21-0398,0.09284248353699377,269458.0,263800.0753424658,voxel_input_points,247402.0,True,0.22384796463231238,scene-0398,kernel:determin_voxel_num
146,i2-i21-0398,0.3204375965584656,19384.0,16977.45890410959,occupied_voxels,10635.0,True,0.7530594125313013,scene-0398,latency_ms
146,i2-i21-0398,0.3422569556282711,19384.0,16977.45890410959,occupied_voxels,10635.0,True,0.7451558366454988,scene-0398,module:data_preprocessor
146,i2-i21-0398,0.22455596509906908,19384.0,16977.45890410959,occupied_voxels,10635.0,True,0.42038564881120694,scene-0398,kernel:point_to_voxelidx_kernel
146,i2-i21-0398,0.3075593782409521,19384.0,16977.45890410959,occupied_voxels,10635.0,True,0.9150790219676446,scene-0398,kernel:determin_voxel_num
146,i2-i21-0398,0.3404508781260094,29821949116.0,26711465731.246574,point_scan_iterations,18156135613.0,True,0.8617899983742072,scene-0398,latency_ms
146,i2-i21-0398,0.35396224002231197,29821949116.0,26711465731.246574,point_scan_iterations,18156135613.0,True,0.8630460519773346,scene-0398,module:data_preprocessor
146,i2-i21-0398,0.26344504106611977,29821949116.0,26711465731.246574,point_scan_iterations,18156135613.0,True,0.6114611875917214,scene-0398,kernel:point_to_voxelidx_kernel
146,i2-i21-0398,0.2874715384799526,29821949116.0,26711465731.246574,point_scan_iterations,18156135613.0,True,0.9079159295465966,scene-0398,kernel:determin_voxel_num
141,i2-i21-0184,0.17853082167870965,34816.0,34722.04255319149,raw_points,34656.0,True,0.24373646677184582,scene-0184,latency_ms
141,i2-i21-0184,0.11930179390188035,34816.0,34722.04255319149,raw_points,34656.0,True,0.24309368878331605,scene-0184,module:data_preprocessor
141,i2-i21-0184,0.12488896790955688,34816.0,34722.04255319149,raw_points,34656.0,True,0.35339054997666275,scene-0184,kernel:point_to_voxelidx_kernel
141,i2-i21-0184,0.078667004369426,34816.0,34722.04255319149,raw_points,34656.0,True,-0.10740380549400153,scene-0184,kernel:determin_voxel_num
141,i2-i21-0184,0.03245074240519424,282939.0,272208.3333333333,voxel_input_points,260141.0,True,0.5372946373349149,scene-0184,latency_ms
141,i2-i21-0184,0.027456795691545938,282939.0,272208.3333333333,voxel_input_points,260141.0,True,0.6689059643112112,scene-0184,module:data_preprocessor
141,i2-i21-0184,0.09858972224600146,282939.0,272208.3333333333,voxel_input_points,260141.0,True,0.8477089616311162,scene-0184,kernel:point_to_voxelidx_kernel
141,i2-i21-0184,-0.036534440037643785,282939.0,272208.3333333333,voxel_input_points,260141.0,True,-0.05493176049118283,scene-0184,kernel:determin_voxel_num
141,i2-i21-0184,0.0725943382263346,19852.0,18285.808510638297,occupied_voxels,15651.0,True,0.36966872569213166,scene-0184,latency_ms
141,i2-i21-0184,0.07449285816884246,19852.0,18285.808510638297,occupied_voxels,15651.0,True,0.2902845920378277,scene-0184,module:data_preprocessor
141,i2-i21-0184,0.06018526377156715,19852.0,18285.808510638297,occupied_voxels,15651.0,True,0.017073337189314267,scene-0184,kernel:point_to_voxelidx_kernel
141,i2-i21-0184,0.06341932594256085,19852.0,18285.808510638297,occupied_voxels,15651.0,True,0.6515000180745005,scene-0184,kernel:determin_voxel_num
141,i2-i21-0184,0.10791928801923219,31663677499.0,29168965015.624115,point_scan_iterations,25436476787.0,True,0.7494218635635415,scene-0184,latency_ms
141,i2-i21-0184,0.10857332979212798,31663677499.0,29168965015.624115,point_scan_iterations,25436476787.0,True,0.7716834551360026,scene-0184,module:data_preprocessor
141,i2-i21-0184,0.10820471778457225,31663677499.0,29168965015.624115,point_scan_iterations,25436476787.0,True,0.6468815859999354,scene-0184,kernel:point_to_voxelidx_kernel
141,i2-i21-0184,0.07616794854395596,31663677499.0,29168965015.624115,point_scan_iterations,25436476787.0,True,0.5739637340380286,scene-0184,kernel:determin_voxel_num
186,i2-i21-0245,-0.03627362494944591,34784.0,34724.645161290326,raw_points,34656.0,True,0.15220598400256452,scene-0245,latency_ms
