analysis_scope,camera_model,co_runner,condition_id,frame_count,iqr_ms,lidar_model,maximum_ms,median_ms,minimum_ms,mps_mode,normalized_range,p0_ms,p0_p99_range_ms,p1_ms,p25_ms,p50_ms,p5_ms,p75_ms,p95_ms,p99_ms,pair_id,primary_range_ms,sample_count,target_model,width_ms
single-run exploratory descriptive,detr,pointpillars,scene-0245,231,9.729211,pointpillars,40.320507,30.618523,24.97796,off,0.46821463922345313,24.97796,14.336040700000002,25.7211506,26.6599445,30.618523,25.9696855,36.3891555,38.526379500000004,39.3140007,pointpillars+detr,14.336040700000002,231,detr,14.336040700000002
single-run exploratory descriptive,detr,pointpillars,scene-0252-fixed,457,10.738422,pointpillars,40.014837,34.744676,23.406876,off,0.47321646401307643,23.406876,16.44175272,24.89747432,27.053506,34.744676,25.7947844,37.791928,39.3149852,39.84862872,pointpillars+detr,16.44175272,457,detr,16.44175272
single-run exploratory descriptive,detr,pointpillars,scene-0398,234,10.5274775,pointpillars,40.477961,32.43152,24.217086,off,0.4835604338002043,24.217086,15.682599880000001,24.58047904,26.510761,32.43152,25.50767825,37.0382385,38.9617819,39.89968588,pointpillars+detr,15.682599880000001,234,detr,15.682599880000001
single-run exploratory descriptive,detr,pointpillars,scene-0434,238,6.684026500000002,pointpillars,38.960156,29.601921500000003,23.431521,off,0.5098579408096869,23.431521,15.09277474,24.677837959999998,25.69538825,29.601921500000003,25.19109425,32.37941475,37.7907071,38.52429574,pointpillars+detr,15.09277474,238,detr,15.09277474
single-run exploratory descriptive,detr,pointpillars,scene-0738,237,6.768650000000001,pointpillars,41.932364,37.679995,23.830559,off,0.4671094781196228,23.830559,17.600682799999994,24.76461284,32.36419,37.679995,26.1062322,39.13284,41.033987599999996,41.431241799999995,pointpillars+detr,17.600682799999994,237,detr,17.600682799999994
single-run exploratory descriptive,detr,pointpillars,scene-0770,235,8.273572999999999,pointpillars,42.075397,33.95055,24.490785,off,0.4467498034641559,24.490785,15.167401539999997,24.569934999999997,28.4701065,33.95055,25.0185331,36.7436795,39.3582326,39.658186539999996,pointpillars+detr,15.167401539999997,235,detr,15.167401539999997
single-run exploratory descriptive,detr,detr,scene-0184,373,24.825825,pointpillars,166.33787,54.76554,28.855423,off,0.9755906374702044,28.855423,53.42874807999998,29.66664712,31.778767,54.76554,30.4359524,56.604592,59.799721,82.28417107999998,pointpillars+detr,53.42874807999998,373,pointpillars,53.42874807999998
single-run exploratory descriptive,detr,detr,scene-0245,382,24.78618525,pointpillars,81.073846,51.4780575,24.793581,off,1.0521841631262017,24.793581,54.16439684999999,25.89232428,28.77472275,51.4780575,27.1136935,53.560908,57.113620999999995,78.95797784999999,pointpillars+detr,54.16439684999999,382,pointpillars,54.16439684999999
single-run exploratory descriptive,detr,detr,scene-0252-fixed,757,24.022035,pointpillars,80.569298,54.278766,29.639407,off,0.9265733159814281,29.639407,50.293256199999995,29.83162304,31.166146,54.278766,30.1929136,55.188181,57.2518512,79.9326632,pointpillars+detr,50.293256199999995,757,pointpillars,50.293256199999995
single-run exploratory descriptive,detr,detr,scene-0398,384,24.657214,pointpillars,82.705919,52.7157165,26.039856,off,1.0308466307197022,26.039856,54.34181874000001,27.01156892,29.906380000000002,52.7157165,28.2199429,54.563594,77.02853875,80.38167474000001,pointpillars+detr,54.34181874000001,384,pointpillars,54.34181874000001
