analysis_scope,camera_model,co_runner,condition_id,frame_count,iqr_ms,lidar_model,maximum_ms,median_ms,minimum_ms,mps_mode,normalized_range,p0_ms,p0_p99_range_ms,p1_ms,p25_ms,p50_ms,p5_ms,p75_ms,p95_ms,p99_ms,pair_id,primary_range_ms,sample_count,target_model,width_ms
single-run exploratory descriptive,detr,pointpillars,scene-0245,231,2.2380369999999985,pointpillars,36.987478,26.877648,24.064438,on,0.4693506775592863,24.064438,12.615042299999995,24.806228700000002,26.476334,26.877648,25.6512635,28.714371,35.594732,36.679480299999994,pointpillars+detr,12.615042299999995,231,detr,12.615042299999995
single-run exploratory descriptive,detr,pointpillars,scene-0252-fixed,457,3.870165,pointpillars,38.182572,27.461992,24.072773,on,0.487812632091656,24.072773,13.396306599999999,24.93591304,26.290897,27.461992,25.4038872,30.161062,36.6119786,37.4690796,pointpillars+detr,13.396306599999999,457,detr,13.396306599999999
single-run exploratory descriptive,detr,pointpillars,scene-0398,234,7.426210249999997,pointpillars,38.075319,26.187187,24.383372,on,0.4969512429876486,24.383372,13.013755129999993,24.7811018,25.77598975,26.187187,25.16746655,33.2022,36.4487491,37.397127129999994,pointpillars+detr,13.013755129999993,234,detr,13.013755129999993
single-run exploratory descriptive,detr,pointpillars,scene-0434,238,2.2373677500000007,pointpillars,38.131774,25.8863025,24.51434,on,0.5136341457031186,24.51434,13.296088870000002,24.70664494,25.57129025,25.8863025,25.2763652,27.808658,36.1570223,37.81042887,pointpillars+detr,13.296088870000002,238,detr,13.296088870000002
single-run exploratory descriptive,detr,pointpillars,scene-0738,237,4.664347000000003,pointpillars,39.997926,29.08052,23.847184,on,0.5235173332526379,23.847184,15.224156280000003,24.62839236,27.729032,29.08052,25.3993464,32.393379,38.335903,39.07134028,pointpillars+detr,15.224156280000003,237,detr,15.224156280000003
single-run exploratory descriptive,detr,pointpillars,scene-0770,235,2.1752970000000005,pointpillars,37.947617,27.632554,24.15798,on,0.4640538627012183,24.15798,12.82299342,25.212749940000002,26.6368075,27.632554,25.6993459,28.8121045,35.6411314,36.98097342,pointpillars+detr,12.82299342,235,detr,12.82299342
single-run exploratory descriptive,detr,detr,scene-0184,377,13.18686,pointpillars,50.426694,42.870333,29.457541,on,0.45235777944621985,29.457541,19.39272864,29.9978908,31.742054,42.870333,30.523898600000003,44.928914,47.9705528,48.85026964,pointpillars+detr,19.39272864,377,pointpillars,19.39272864
single-run exploratory descriptive,detr,detr,scene-0245,380,12.962560750000002,pointpillars,47.338781,40.632281,25.657102,on,0.5182692445939718,25.657102,21.058461579999996,26.6739706,29.7838615,40.632281,27.9233339,42.74642225,45.9649231,46.715563579999994,pointpillars+detr,21.058461579999996,380,pointpillars,21.058461579999996
single-run exploratory descriptive,detr,detr,scene-0252-fixed,762,14.082371499999997,pointpillars,50.865977,43.813447499999995,30.23321,on,0.4214619253597881,30.23321,18.465699939999993,30.62509804,31.36168725,43.813447499999995,30.93339725,45.444058749999996,46.88062825,48.69890993999999,pointpillars+detr,18.465699939999993,762,pointpillars,18.465699939999993
single-run exploratory descriptive,detr,detr,scene-0398,388,13.210951500000004,pointpillars,51.057469,41.128185,26.135038,on,0.557696546054731,26.135038,22.937046719999998,26.892909669999998,30.2910815,41.128185,28.00921355,43.502033000000004,46.58334735,49.07208472,pointpillars+detr,22.937046719999998,388,pointpillars,22.937046719999998
single-run exploratory descriptive,detr,detr,scene-0434,390,12.956203250000002,pointpillars,48.24056,40.7445635,27.619062,on,0.463463714367685,27.619062,18.883626740000004,27.826874399999998,29.6336085,40.7445635,28.5074192,42.58981175,45.335002499999995,46.50268874,pointpillars+detr,18.883626740000004,390,pointpillars,18.883626740000004
