Input,Model,Layer,Start Timestamp,End Timestamp,Elapsed Time,GPU Turnaround Time,GPU Computation Time,GPU Wait Time,Internal Memcpy Size,External Memcpy Size
cf24e109a6a945dd94f6e9bbc5321c5a,faster-rcnn_r50_fpn_1x_coco,image_encode,21116556942,21136755778,20.198836,0.0,0.0,0.0,0,0
4fefe923172541b2ab96f811f03ff15e,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,lidar_decode,21117222534,21117412649,0.1901149999999999,0.0,0.0,0.0,0,0
4fefe923172541b2ab96f811f03ff15e,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,e2e,21117427781,21188347381,70.9196,63.211641,19.607675,43.603966,47817604,587494
4fefe923172541b2ab96f811f03ff15e,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,data_preprocessor._call_impl,21124742038,21131197141,6.455102999999999,6.187931,5.819255999999999,0.3686750000000005,6690816,513732
4fefe923172541b2ab96f811f03ff15e,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,pts_voxel_encoder._call_impl,21131241769,21137889548,6.647779,6.609119,6.403133,0.2059860000000002,0,0
48dfb6682c2e4a60930a8068ad858542,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,lidar_encode,21137146139,21181226732,44.080593,0.0,0.0,0.0,0,0
cf24e109a6a945dd94f6e9bbc5321c5a,faster-rcnn_r50_fpn_1x_coco,image_decode,21137334855,21144105447,6.770592,0.0,0.0,0.0,0,0
4fefe923172541b2ab96f811f03ff15e,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,pts_middle_encoder._call_impl,21137937089,21138400274,0.4631849999999999,0.41994,0.2577629999999999,0.162177,40960000,20
4fefe923172541b2ab96f811f03ff15e,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,pts_backbone._call_impl,21138413212,21140551997,2.138785,2.062387,2.006674,0.0557129999999999,0,0
4fefe923172541b2ab96f811f03ff15e,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,pts_neck._call_impl,21140569235,21141436139,0.866904,0.801032,0.792648,0.0083839999999999,0,0
4fefe923172541b2ab96f811f03ff15e,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,pts_bbox_head.predict,21141455629,21188283824,46.828195,46.686684,4.326953,42.359731,166788,73742
cf24e109a6a945dd94f6e9bbc5321c5a,faster-rcnn_r50_fpn_1x_coco,e2e,21144162111,21187193292,43.031181,37.24573,30.652424,6.593306000000002,13571248,2999623
cf24e109a6a945dd94f6e9bbc5321c5a,faster-rcnn_r50_fpn_1x_coco,data_preprocessor._call_impl,21149677846,21150779350,1.101504,0.903049,0.2895399999999999,0.6135090000000001,12386304,2999274
cf24e109a6a945dd94f6e9bbc5321c5a,faster-rcnn_r50_fpn_1x_coco,backbone._call_impl,21150818496,21168074932,17.256436,17.08925,16.854848999999998,0.2344010000000018,0,0
cf24e109a6a945dd94f6e9bbc5321c5a,faster-rcnn_r50_fpn_1x_coco,neck._call_impl,21168126498,21173891718,5.765219999999999,5.578805,5.559957,0.0188480000000001,0,0
cf24e109a6a945dd94f6e9bbc5321c5a,faster-rcnn_r50_fpn_1x_coco,rpn_head.predict,21173938301,21181889081,7.95078,7.772169,5.188561,2.583608,1159568,281
adfdfa7db76a429e91d96d92978e26ee,faster-rcnn_r50_fpn_1x_coco,image_encode,21181612902,21201682550,20.069648,0.0,0.0,0.0,0,0
cf24e109a6a945dd94f6e9bbc5321c5a,faster-rcnn_r50_fpn_1x_coco,roi_head.predict,21181922702,21187142521,5.219818999999999,5.056592,2.759517,2.2970750000000004,25376,68
48dfb6682c2e4a60930a8068ad858542,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,lidar_decode,21188900987,21189124491,0.2235039999999999,0.0,0.0,0.0,0,0
48dfb6682c2e4a60930a8068ad858542,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,e2e,21189142308,21259773140,70.630832,66.75013799999999,19.420919,47.329219,47736292,591038
48dfb6682c2e4a60930a8068ad858542,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,data_preprocessor._call_impl,21192652898,21199075156,6.422257999999999,6.167291,5.815830999999999,0.3514600000000003,6612672,512340
48dfb6682c2e4a60930a8068ad858542,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,pts_voxel_encoder._call_impl,21199122778,21205852490,6.729712,6.690494999999999,6.488477,0.2020179999999998,0,0
5f159acef434415395d80a3b897d9289,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,lidar_encode,21202065019,21241524496,39.459477,0.0,0.0,0.0,0,0
adfdfa7db76a429e91d96d92978e26ee,faster-rcnn_r50_fpn_1x_coco,image_decode,21202250033,21209392960,7.142926999999999,0.0,0.0,0.0,0,0
48dfb6682c2e4a60930a8068ad858542,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,pts_middle_encoder._call_impl,21205896017,21206317632,0.4216149999999999,0.377955,0.21517,0.1627849999999999,40960000,20
48dfb6682c2e4a60930a8068ad858542,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,pts_backbone._call_impl,21206330564,21208477332,2.146768,2.061459,2.005714,0.0557449999999999,0,0
48dfb6682c2e4a60930a8068ad858542,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,pts_neck._call_impl,21208495012,21209368713,0.873701,0.797192,0.788872,0.0083199999999999,0,0
48dfb6682c2e4a60930a8068ad858542,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,pts_bbox_head.predict,21209397051,21259710264,50.313213,50.160636,4.105575,46.055061,163620,78678
adfdfa7db76a429e91d96d92978e26ee,faster-rcnn_r50_fpn_1x_coco,e2e,21209429885,21256977630,47.547745,37.097056,30.54704,6.550015999999996,13570272,2999623
adfdfa7db76a429e91d96d92978e26ee,faster-rcnn_r50_fpn_1x_coco,data_preprocessor._call_impl,21219616138,21221251529,1.6353909999999998,1.4118849999999998,0.381412,1.0304729999999998,12386304,2999274
adfdfa7db76a429e91d96d92978e26ee,faster-rcnn_r50_fpn_1x_coco,backbone._call_impl,21221302134,21238682497,17.380363,17.206083,16.85043,0.3556530000000002,0,0
adfdfa7db76a429e91d96d92978e26ee,faster-rcnn_r50_fpn_1x_coco,neck._call_impl,21238719574,21244249024,5.52945,5.378419,5.360594,0.0178250000000002,0,0
79e51c3024324a16a2e84a0ec5dc1fcc,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,lidar_encode,21241996783,21280014503,38.01772,0.0,0.0,0.0,0,0
