model_pair,model,modality,condition,condition_id,rain_rate_mm_per_hour,inference_time_range_p0_p99_ms,p0_ms,p99_ms,max_ms,min_ms,mean_ms,number_of_frames_executed,median_ms,p25_ms,p75_ms
pointpillars+mask-rcnn,mask-rcnn,image,7.5 mm/h,r7p5,7.5,28.816,50.197,79.013,157.652,50.197,68.983,456,70.130,64.965,72.581
pointpillars+mask-rcnn,pointpillars,lidar,15 mm/h,r15,15.0,77.125,27.763,104.888,460.656,27.763,73.754,493,77.841,74.305,81.005
pointpillars+mask-rcnn,mask-rcnn,image,15 mm/h,r15,15.0,28.991,49.585,78.576,142.176,49.585,68.999,446,70.392,65.319,72.834
pointpillars+mask-rcnn,pointpillars,lidar,25 mm/h,r25,25.0,75.377,28.559,103.936,108.924,28.559,74.673,493,78.794,75.337,82.147
pointpillars+mask-rcnn,mask-rcnn,image,25 mm/h,r25,25.0,30.519,49.242,79.761,148.529,49.242,69.470,456,70.924,65.586,73.476
pointpillars+mask-rcnn,pointpillars,lidar,50 mm/h,r50,50.0,71.698,28.208,99.906,109.626,28.208,73.402,499,77.935,74.316,80.622
pointpillars+mask-rcnn,mask-rcnn,image,50 mm/h,r50,50.0,31.314,47.655,78.969,149.211,47.655,68.604,456,70.062,64.893,72.887
pointpillars+vit-upernet,pointpillars,lidar,Clear,clear,0.0,76.733,28.016,104.749,107.870,28.016,56.403,627,63.798,30.167,67.645
pointpillars+vit-upernet,vit-upernet,image,Clear,clear,0.0,18.624,35.848,54.473,56.140,35.848,43.752,457,41.973,38.945,48.440
pointpillars+vit-upernet,pointpillars,lidar,7.5 mm/h,r7p5,7.5,77.096,27.529,104.625,105.875,27.529,55.546,634,64.063,29.624,67.113
pointpillars+vit-upernet,vit-upernet,image,7.5 mm/h,r7p5,7.5,18.303,36.532,54.835,55.725,36.532,44.247,457,42.528,38.862,50.098
pointpillars+vit-upernet,pointpillars,lidar,15 mm/h,r15,15.0,77.083,27.434,104.516,105.522,27.434,55.896,629,64.163,29.823,67.084
pointpillars+vit-upernet,vit-upernet,image,15 mm/h,r15,15.0,19.052,35.626,54.678,55.285,35.626,44.104,457,42.360,38.844,49.956
pointpillars+vit-upernet,pointpillars,lidar,25 mm/h,r25,25.0,78.001,27.971,105.973,106.580,27.971,56.723,621,64.796,30.183,67.813
pointpillars+vit-upernet,vit-upernet,image,25 mm/h,r25,25.0,19.535,36.059,55.594,56.900,36.059,44.425,457,43.369,39.305,49.837
pointpillars+vit-upernet,pointpillars,lidar,50 mm/h,r50,50.0,77.899,27.525,105.424,108.066,27.525,56.533,625,65.307,30.146,68.034
pointpillars+vit-upernet,vit-upernet,image,50 mm/h,r50,50.0,19.002,36.056,55.058,56.401,36.056,44.542,457,43.626,39.346,49.672
pointpillars+yolov3,pointpillars,lidar,Clear,clear,0.0,18.144,27.970,46.115,52.254,27.970,34.852,763,37.096,29.703,38.608
pointpillars+yolov3,yolov3,image,Clear,clear,0.0,18.387,8.666,27.052,29.319,8.666,14.533,457,12.766,11.721,14.642
pointpillars+yolov3,pointpillars,lidar,7.5 mm/h,r7p5,7.5,18.530,27.824,46.354,1301.039,27.824,36.313,756,36.756,29.826,38.057
pointpillars+yolov3,yolov3,image,7.5 mm/h,r7p5,7.5,14.797,9.227,24.024,24.982,9.227,13.847,454,12.199,11.136,13.649
pointpillars+yolov3,pointpillars,lidar,15 mm/h,r15,15.0,18.012,28.095,46.107,47.868,28.095,34.554,758,36.835,29.627,38.023
pointpillars+yolov3,yolov3,image,15 mm/h,r15,15.0,15.386,8.969,24.355,46.088,8.969,13.904,457,12.105,11.285,13.970
pointpillars+yolov3,pointpillars,lidar,25 mm/h,r25,25.0,18.944,27.563,46.506,47.326,27.563,34.936,763,37.215,29.845,38.833
pointpillars+yolov3,yolov3,image,25 mm/h,r25,25.0,15.706,8.856,24.562,28.480,8.856,14.057,457,12.499,11.310,14.530
pointpillars+yolov3,pointpillars,lidar,50 mm/h,r50,50.0,18.705,27.538,46.243,47.225,27.538,34.664,760,36.933,29.739,38.265
pointpillars+yolov3,yolov3,image,50 mm/h,r50,50.0,17.134,8.872,26.006,29.215,8.872,13.944,457,12.170,11.280,13.756
