adverse_p0_p99_range_ms,adverse_width_ms,analysis_scope,camera_model,clear_baseline_id,clear_p0_p99_range_ms,clear_width_ms,co_runner,condition_id,lidar_model,mps_mode,observed_label,pair_id,percentage_change,target_model,variation_change_ms,variation_factor
28.81364032000001,28.81364032000001,single-run exploratory descriptive,faster-rcnn,clear,28.79369710000001,28.79369710000001,faster-rcnn,r15,3dssd,on,observed_amplification,3dssd+faster-rcnn,0.0692624498019212,3dssd,0.019943220000001816,1.0006926244980192
28.821422239999997,28.821422239999997,single-run exploratory descriptive,faster-rcnn,clear,28.79369710000001,28.79369710000001,faster-rcnn,r25,3dssd,on,observed_amplification,3dssd+faster-rcnn,0.09628892011921408,3dssd,0.027725139999986936,1.0009628892011921
29.26439484,29.26439484,single-run exploratory descriptive,faster-rcnn,clear,28.79369710000001,28.79369710000001,faster-rcnn,r50,3dssd,on,observed_amplification,3dssd+faster-rcnn,1.6347249134602837,3dssd,0.4706977399999914,1.0163472491346028
28.105322619999995,28.105322619999995,single-run exploratory descriptive,faster-rcnn,clear,28.79369710000001,28.79369710000001,faster-rcnn,r7p5,3dssd,on,observed_damping,3dssd+faster-rcnn,-2.390712375730364,3dssd,-0.6883744800000144,0.9760928762426964
10.226833079999999,10.226833079999999,single-run exploratory descriptive,faster-rcnn,clear,9.745800880000004,9.745800880000004,3dssd,r15,3dssd,on,observed_amplification,3dssd+faster-rcnn,4.935789330430018,faster-rcnn,0.48103219999999425,1.0493578933043002
10.36451383,10.36451383,single-run exploratory descriptive,faster-rcnn,clear,9.745800880000004,9.745800880000004,3dssd,r25,3dssd,on,observed_amplification,3dssd+faster-rcnn,6.34850801507445,faster-rcnn,0.6187129499999955,1.0634850801507445
10.512780450000001,10.512780450000001,single-run exploratory descriptive,faster-rcnn,clear,9.745800880000004,9.745800880000004,3dssd,r50,3dssd,on,observed_amplification,3dssd+faster-rcnn,7.869846505626499,faster-rcnn,0.7669795699999966,1.078698465056265
10.214945240000006,10.214945240000006,single-run exploratory descriptive,faster-rcnn,clear,9.745800880000004,9.745800880000004,3dssd,r7p5,3dssd,on,observed_amplification,3dssd+faster-rcnn,4.81381023249472,faster-rcnn,0.46914436000000137,1.0481381023249472
41.388981439999995,41.388981439999995,single-run exploratory descriptive,mask-rcnn,clear,43.948522049999994,43.948522049999994,mask-rcnn,r15,3dssd,on,observed_damping,3dssd+mask-rcnn,-5.823951501914049,3dssd,-2.559540609999999,0.9417604849808595
43.8933608,43.8933608,single-run exploratory descriptive,mask-rcnn,clear,43.948522049999994,43.948522049999994,mask-rcnn,r25,3dssd,on,observed_damping,3dssd+mask-rcnn,-0.1255133220116833,3dssd,-0.0551612499999905,0.9987448667798832
43.28430287000002,43.28430287000002,single-run exploratory descriptive,mask-rcnn,clear,43.948522049999994,43.948522049999994,mask-rcnn,r50,3dssd,on,observed_damping,3dssd+mask-rcnn,-1.5113572630367278,3dssd,-0.664219179999975,0.9848864273696327
43.431525129999976,43.431525129999976,single-run exploratory descriptive,mask-rcnn,clear,43.948522049999994,43.948522049999994,mask-rcnn,r7p5,3dssd,on,observed_damping,3dssd+mask-rcnn,-1.1763692972697304,3dssd,-0.5169969200000182,0.9882363070273027
18.76202996,18.76202996,single-run exploratory descriptive,mask-rcnn,clear,18.646352549999996,18.646352549999996,3dssd,r15,3dssd,on,observed_amplification,3dssd+mask-rcnn,0.6203755382711673,mask-rcnn,0.11567741000000353,1.0062037553827117
16.704277599999998,16.704277599999998,single-run exploratory descriptive,mask-rcnn,clear,18.646352549999996,18.646352549999996,3dssd,r25,3dssd,on,observed_damping,3dssd+mask-rcnn,-10.415307469878332,mask-rcnn,-1.9420749499999985,0.8958469253012167
18.476160399999998,18.476160399999998,single-run exploratory descriptive,mask-rcnn,clear,18.646352549999996,18.646352549999996,3dssd,r50,3dssd,on,observed_damping,3dssd+mask-rcnn,-0.9127369524073448,mask-rcnn,-0.17019214999999832,0.9908726304759266
17.86000733999999,17.86000733999999,single-run exploratory descriptive,mask-rcnn,clear,18.646352549999996,18.646352549999996,3dssd,r7p5,3dssd,on,observed_damping,3dssd+mask-rcnn,-4.217152968074755,mask-rcnn,-0.7863452100000075,0.9578284703192524
32.79594931000001,32.79594931000001,single-run exploratory descriptive,vit-upernet,clear,32.20936597999998,32.20936597999998,vit-upernet,r15,3dssd,on,observed_amplification,3dssd+vit-upernet,1.8211576420481768,3dssd,0.5865833300000318,1.0182115764204818
32.131078,32.131078,single-run exploratory descriptive,vit-upernet,clear,32.20936597999998,32.20936597999998,vit-upernet,r25,3dssd,on,observed_damping,3dssd+vit-upernet,-0.2430596741599622,3dssd,-0.07828797999997761,0.9975694032584004
31.72568776,31.72568776,single-run exploratory descriptive,vit-upernet,clear,32.20936597999998,32.20936597999998,vit-upernet,r50,3dssd,on,observed_damping,3dssd+vit-upernet,-1.5016694842745926,3dssd,-0.4836782199999803,0.9849833051572541
31.676255859999998,31.676255859999998,single-run exploratory descriptive,vit-upernet,clear,32.20936597999998,32.20936597999998,vit-upernet,r7p5,3dssd,on,observed_damping,3dssd+vit-upernet,-1.6551400618410539,3dssd,-0.5331101199999821,0.9834485993815895
9.892023649999992,9.892023649999992,single-run exploratory descriptive,vit-upernet,clear,9.4924508,9.4924508,3dssd,r15,3dssd,on,observed_amplification,3dssd+vit-upernet,4.209374990913739,vit-upernet,0.3995728499999913,1.0420937499091374
9.218296610000003,9.218296610000003,single-run exploratory descriptive,vit-upernet,clear,9.4924508,9.4924508,3dssd,r25,3dssd,on,observed_damping,3dssd+vit-upernet,-2.8881286379698445,vit-upernet,-0.2741541899999973,0.9711187136203016
9.653911879999995,9.653911879999995,single-run exploratory descriptive,vit-upernet,clear,9.4924508,9.4924508,3dssd,r50,3dssd,on,observed_amplification,3dssd+vit-upernet,1.700941973805059,vit-upernet,0.16146107999999515,1.0170094197380506
9.021018700000006,9.021018700000006,single-run exploratory descriptive,vit-upernet,clear,9.4924508,9.4924508,3dssd,r7p5,3dssd,on,observed_damping,3dssd+vit-upernet,-4.966389712549201,vit-upernet,-0.47143209999999414,0.950336102874508
4.988562049999999,4.988562049999999,single-run exploratory descriptive,yolov3,clear,4.1234508000000005,4.1234508000000005,yolov3,r15,3dssd,on,observed_amplification,3dssd+yolov3,20.980273367151558,3dssd,0.8651112499999982,1.2098027336715156
4.516842159999996,4.516842159999996,single-run exploratory descriptive,yolov3,clear,4.1234508000000005,4.1234508000000005,yolov3,r25,3dssd,on,observed_amplification,3dssd+yolov3,9.540343248426675,3dssd,0.3933913599999954,1.0954034324842667
