adverse_median_ms,adverse_p0_p99_range_ms,adverse_width_ms,clear_baseline_id,clear_median_ms,clear_p0_p99_range_ms,clear_width_ms,condition_id,median_change_ms,module,mps_mode,observed_label,pair_id,percentage_change,target_model,variation_change_ms,variation_factor
7.5836,2.888009700000004,2.888009700000004,clear,7.658703,3.37508756,3.37508756,r15,-0.07510300000000036,backbone,on,observed_damping,3dssd+deeplabv3plus,-14.431562184419178,3dssd,-0.48707785999999587,0.8556843781558082
7.490782,2.9500767799999768,2.9500767799999768,clear,7.658703,3.37508756,3.37508756,r25,-0.16792099999999976,backbone,on,observed_damping,3dssd+deeplabv3plus,-12.592585301698755,3dssd,-0.4250107800000231,0.8740741469830124
7.6219325,2.781590659999998,2.781590659999998,clear,7.658703,3.37508756,3.37508756,r50,-0.03677050000000026,backbone,on,observed_damping,3dssd+deeplabv3plus,-17.58463712271814,3dssd,-0.5934969000000017,0.8241536287728186
7.613984500000001,2.8438316399999986,2.8438316399999986,clear,7.658703,3.37508756,3.37508756,r7p5,-0.04471849999999922,backbone,on,observed_damping,3dssd+deeplabv3plus,-15.740507781078172,3dssd,-0.5312559200000013,0.8425949221892183
49.835203,52.418556349999996,52.418556349999996,clear,50.604881,52.18847868,52.18847868,r15,-0.769677999999999,bbox_head,on,observed_amplification,3dssd+deeplabv3plus,0.44085912411959693,3dssd,0.2300776699999929,1.004408591241196
48.903009,51.91251239999999,51.91251239999999,clear,50.604881,52.18847868,52.18847868,r25,-1.7018720000000016,bbox_head,on,observed_damping,3dssd+deeplabv3plus,-0.5287877458397205,3dssd,-0.2759662800000129,0.9947121225416028
48.734286,51.69160261999999,51.69160261999999,clear,50.604881,52.18847868,52.18847868,r50,-1.8705950000000016,bbox_head,on,observed_damping,3dssd+deeplabv3plus,-0.9520799850224915,3dssd,-0.4968760600000124,0.9904792001497751
49.266059,53.316755839999985,53.316755839999985,clear,50.604881,52.18847868,52.18847868,r7p5,-1.3388220000000004,bbox_head,on,observed_amplification,3dssd+deeplabv3plus,2.161927667825214,3dssd,1.128277159999982,1.0216192766782521
0.25295100000000004,0.12794160000000004,0.12794160000000004,clear,0.258933,0.10013363999999997,0.10013363999999997,r15,-0.005981999999999987,data_preprocessor,on,observed_amplification,3dssd+deeplabv3plus,27.770847040015802,3dssd,0.027807960000000076,1.277708470400158
0.256082,0.11168343999999994,0.11168343999999994,clear,0.258933,0.10013363999999997,0.10013363999999997,r25,-0.002851000000000048,data_preprocessor,on,observed_amplification,3dssd+deeplabv3plus,11.53438544728822,3dssd,0.011549799999999971,1.1153438544728822
0.2576175,0.12627173999999958,0.12627173999999958,clear,0.258933,0.10013363999999997,0.10013363999999997,r50,-0.001315500000000025,data_preprocessor,on,observed_amplification,3dssd+deeplabv3plus,26.10321566258813,3dssd,0.02613809999999961,1.2610321566258813
0.25384450000000003,0.10494134999999996,0.10494134999999996,clear,0.258933,0.10013363999999997,0.10013363999999997,r7p5,-0.005088499999999996,data_preprocessor,on,observed_amplification,3dssd+deeplabv3plus,4.801293551298036,3dssd,0.004807709999999993,1.0480129355129804
6.072064,3.5520134999999993,3.5520134999999993,clear,5.114107,2.870266919999998,2.870266919999998,r15,0.9579570000000004,backbone,on,observed_amplification,3dssd+deeplabv3plus,23.752027215643135,deeplabv3plus,0.6817465800000013,1.2375202721564313
5.145599,3.2984457199999992,3.2984457199999992,clear,5.114107,2.870266919999998,2.870266919999998,r25,0.031492000000000075,backbone,on,observed_amplification,3dssd+deeplabv3plus,14.917734549928262,deeplabv3plus,0.4281788000000013,1.1491773454992826
5.222943,3.27651276,3.27651276,clear,5.114107,2.870266919999998,2.870266919999998,r50,0.10883600000000015,backbone,on,observed_amplification,3dssd+deeplabv3plus,14.153590983796116,deeplabv3plus,0.4062458400000022,1.1415359098379612
5.1129955,2.40924811,2.40924811,clear,5.114107,2.870266919999998,2.870266919999998,r7p5,-0.001111499999999488,backbone,on,observed_damping,3dssd+deeplabv3plus,-16.06187935998643,deeplabv3plus,-0.4610188099999979,0.8393812064001357
0.5241979999999999,0.42024489999999987,0.42024489999999987,clear,0.518091,0.48966843999999976,0.48966843999999976,r15,0.0061069999999999736,data_preprocessor,on,observed_damping,3dssd+deeplabv3plus,-14.177662746653619,deeplabv3plus,-0.0694235399999999,0.8582233725334638
0.527933,0.4560771599999999,0.4560771599999999,clear,0.518091,0.48966843999999976,0.48966843999999976,r25,0.009842000000000017,data_preprocessor,on,observed_damping,3dssd+deeplabv3plus,-6.860005108762957,deeplabv3plus,-0.033591279999999835,0.9313999489123704
0.508768,0.3167099199999999,0.3167099199999999,clear,0.518091,0.48966843999999976,0.48966843999999976,r50,-0.00932299999999997,data_preprocessor,on,observed_damping,3dssd+deeplabv3plus,-35.32155758292282,deeplabv3plus,-0.17295851999999984,0.6467844241707718
0.5076095,0.4483643000000001,0.4483643000000001,clear,0.518091,0.48966843999999976,0.48966843999999976,r7p5,-0.010481499999999921,data_preprocessor,on,observed_damping,3dssd+deeplabv3plus,-8.435123978992742,deeplabv3plus,-0.041304139999999656,0.9156487602100726
1.6963430000000002,0.9101513499999994,0.9101513499999994,clear,1.467227,0.86598172,0.86598172,r15,0.2291160000000001,decode_head,on,observed_amplification,3dssd+deeplabv3plus,5.100526833291519,deeplabv3plus,0.044169629999999405,1.0510052683329152
1.499814,0.8285930799999999,0.8285930799999999,clear,1.467227,0.86598172,0.86598172,r25,0.03258699999999992,decode_head,on,observed_damping,3dssd+deeplabv3plus,-4.317486055017428,deeplabv3plus,-0.037388640000000084,0.9568251394498257
1.523665,0.9191929600000002,0.9191929600000002,clear,1.467227,0.86598172,0.86598172,r50,0.05643799999999999,decode_head,on,observed_amplification,3dssd+deeplabv3plus,6.1446146923286316,deeplabv3plus,0.053211240000000215,1.0614461469232863
1.4672995,0.7478300400000002,0.7478300400000002,clear,1.467227,0.86598172,0.86598172,r7p5,7.249999999991985e-05,decode_head,on,observed_damping,3dssd+deeplabv3plus,-13.643669060358432,deeplabv3plus,-0.11815167999999976,0.8635633093964157
7.635297,2.7371529799999967,2.7371529799999967,clear,7.566344,3.1085779999999996,3.1085779999999996,r15,0.0689529999999996,backbone,on,observed_damping,3dssd+detr,-11.948389906896429,3dssd,-0.3714250200000029,0.8805161009310357
7.627092,2.7462240800000117,2.7462240800000117,clear,7.566344,3.1085779999999996,3.1085779999999996,r25,0.060748000000000246,backbone,on,observed_damping,3dssd+detr,-11.656581240682652,3dssd,-0.3623539199999879,0.8834341875931735
7.575906,2.458870919999998,2.458870919999998,clear,7.566344,3.1085779999999996,3.1085779999999996,r50,0.009561999999999848,backbone,on,observed_damping,3dssd+detr,-20.900459309690856,3dssd,-0.6497070800000015,0.7909954069030914
7.63581,2.8127971000000107,2.8127971000000107,clear,7.566344,3.1085779999999996,3.1085779999999996,r7p5,0.06946600000000025,backbone,on,observed_damping,3dssd+detr,-9.514990455442618,3dssd,-0.2957808999999889,0.9048500954455738
38.190336,25.91031343999999,25.91031343999999,clear,38.416895,23.3296485,23.3296485,r15,-0.22655899999999463,bbox_head,on,observed_amplification,3dssd+detr,11.061739485702017,3dssd,2.5806649399999877,1.1106173948570202
38.787754,25.389268940000004,25.389268940000004,clear,38.416895,23.3296485,23.3296485,r25,0.37085900000000294,bbox_head,on,observed_amplification,3dssd+detr,8.828338926752387,3dssd,2.0596204400000033,1.0882833892675239
38.86616,23.819630159999985,23.819630159999985,clear,38.416895,23.3296485,23.3296485,r50,0.449265000000004,bbox_head,on,observed_amplification,3dssd+detr,2.1002530749658854,3dssd,0.4899816599999838,1.0210025307496589
38.248102,24.719068120000017,24.719068120000017,clear,38.416895,23.3296485,23.3296485,r7p5,-0.16879299999999375,bbox_head,on,observed_amplification,3dssd+detr,5.955596030518917,3dssd,1.389419620000016,1.0595559603051892
0.261079,0.14732019999999998,0.14732019999999998,clear,0.255096,0.15630899999999998,0.15630899999999998,r15,0.005983000000000016,data_preprocessor,on,observed_damping,3dssd+detr,-5.750660550576104,3dssd,-0.008988799999999991,0.942493394494239
0.257027,0.12433570000000019,0.12433570000000019,clear,0.255096,0.15630899999999998,0.15630899999999998,r25,0.001931000000000016,data_preprocessor,on,observed_damping,3dssd+detr,-20.455188120965396,3dssd,-0.03197329999999979,0.795448118790346
0.258275,0.12297167999999997,0.12297167999999997,clear,0.255096,0.15630899999999998,0.15630899999999998,r50,0.0031789999999999874,data_preprocessor,on,observed_damping,3dssd+detr,-21.327831410859265,3dssd,-0.033337320000000004,0.7867216858914073
0.2625195,0.15589515000000007,0.15589515000000007,clear,0.255096,0.15630899999999998,0.15630899999999998,r7p5,0.007423500000000027,data_preprocessor,on,observed_damping,3dssd+detr,-0.2647640251040584,3dssd,-0.0004138499999999101,0.9973523597489594
4.500545,2.5444254799999997,2.5444254799999997,clear,3.695722,2.5277724399999997,2.5277724399999997,r15,0.8048229999999998,backbone,on,observed_amplification,3dssd+detr,0.6588029735777878,detr,0.016653040000000008,1.0065880297357779
4.067154,2.75962888,2.75962888,clear,3.695722,2.5277724399999997,2.5277724399999997,r25,0.37143200000000043,backbone,on,observed_amplification,3dssd+detr,9.172362050121908,detr,0.2318564400000005,1.091723620501219
3.821017,2.6313682799999993,2.6313682799999993,clear,3.695722,2.5277724399999997,2.5277724399999997,r50,0.12529499999999993,backbone,on,observed_amplification,3dssd+detr,4.098305621213272,detr,0.10359583999999966,1.0409830562121327
