adverse_median,adverse_p0_p99_range,adverse_width,clear_baseline_id,clear_median,clear_p0_p99_range,clear_width,condition_id,median_change,metric,mps_mode,observed_label,pair_id,percentage_change,target_model,variation_change_ms,variation_factor
22.718585,6.174700000000001,6.174700000000001,clear,23.002414,5.442436039999997,5.442436039999997,r15,-0.2838290000000008,gpu_kernel_active_ms,on,observed_amplification,3dssd+detr,13.454709520114182,detr,0.7322639600000045,1.1345470952011418
661.0,0.0,0.0,clear,661.0,0.0,0.0,r15,0.0,kernel_count,on,not_defined_zero_clear_width,3dssd+detr,,detr,0.0,
23.905034,10.51632464,10.51632464,clear,24.107992,10.025900160000003,10.025900160000003,r15,-0.20295799999999886,kernel_span_ms,on,observed_amplification,3dssd+detr,4.891575541083371,detr,0.49042447999999794,1.0489157554108337
9.347805,19.25538864,19.25538864,clear,10.129324,17.7224286,17.7224286,r15,-0.7815190000000012,waiting_ms,on,observed_amplification,3dssd+detr,8.64983053169135,detr,1.532960039999999,1.0864983053169135
25.277028,10.018476199999998,10.018476199999998,clear,24.972385,9.913062320000002,9.913062320000002,r25,0.3046430000000022,inference_e2e_ms,on,observed_amplification,3dssd+detr,1.063383610403812,detr,0.10541387999999685,1.0106338361040381
23.188608,5.974835760000001,5.974835760000001,clear,23.002414,5.442436039999997,5.442436039999997,r25,0.18619399999999686,gpu_kernel_active_ms,on,observed_amplification,3dssd+detr,9.782378995123754,detr,0.5323997200000044,1.0978237899512375
661.0,0.0,0.0,clear,661.0,0.0,0.0,r25,0.0,kernel_count,on,not_defined_zero_clear_width,3dssd+detr,,detr,0.0,
24.409267,10.25645252,10.25645252,clear,24.107992,10.025900160000003,10.025900160000003,r25,0.3012750000000004,kernel_span_ms,on,observed_amplification,3dssd+detr,2.2995676829081546,detr,0.23055235999999724,1.0229956768290815
10.127106,19.00234888,19.00234888,clear,10.129324,17.7224286,17.7224286,r25,-0.0022180000000009414,waiting_ms,on,observed_amplification,3dssd+detr,7.222036600559356,detr,1.279920279999999,1.0722203660055936
24.5317,10.289543879999997,10.289543879999997,clear,24.972385,9.913062320000002,9.913062320000002,r50,-0.44068499999999844,inference_e2e_ms,on,observed_amplification,3dssd+detr,3.7978330796975657,detr,0.3764815599999949,1.0379783307969757
22.577594,6.30856116,6.30856116,clear,23.002414,5.442436039999997,5.442436039999997,r50,-0.4248200000000004,gpu_kernel_active_ms,on,observed_amplification,3dssd+detr,15.914291204054344,detr,0.8661251200000031,1.1591429120405434
661.0,0.0,0.0,clear,661.0,0.0,0.0,r50,0.0,kernel_count,on,not_defined_zero_clear_width,3dssd+detr,,detr,0.0,
23.666181,10.399294119999997,10.399294119999997,clear,24.107992,10.025900160000003,10.025900160000003,r50,-0.44181099999999773,kernel_span_ms,on,observed_amplification,3dssd+detr,3.7242936199356036,detr,0.37339395999999425,1.037242936199356
9.211085,18.7770586,18.7770586,clear,10.129324,17.7224286,17.7224286,r50,-0.9182389999999998,waiting_ms,on,observed_amplification,3dssd+detr,5.950820983981853,detr,1.0546299999999995,1.0595082098398185
25.12648,10.222803199999998,10.222803199999998,clear,24.972385,9.913062320000002,9.913062320000002,r7p5,0.15409500000000165,inference_e2e_ms,on,observed_amplification,3dssd+detr,3.12457311374994,detr,0.3097408799999961,1.0312457311374994
22.855895,6.109928,6.109928,clear,23.002414,5.442436039999997,5.442436039999997,r7p5,-0.1465190000000014,gpu_kernel_active_ms,on,observed_amplification,3dssd+detr,12.264580696845506,detr,0.6674919600000031,1.122645806968455
661.0,0.0,0.0,clear,661.0,0.0,0.0,r7p5,0.0,kernel_count,on,not_defined_zero_clear_width,3dssd+detr,,detr,0.0,
24.216424,10.291508039999997,10.291508039999997,clear,24.107992,10.025900160000003,10.025900160000003,r7p5,0.10843200000000053,kernel_span_ms,on,observed_amplification,3dssd+detr,2.649217284844707,detr,0.2656078799999939,1.026492172848447
